date,state,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage
20200425,ID,,0
20200414,VA,,0
20200622,KY,,0
20201005,OR,15,62
20200602,NM,,0
20200610,RI,0,1
20200924,PA,56,216
20201111,WA,76,104
20200817,LA,154,188
20200928,MA,31,102
20201129,IA,144,126
20200924,ME,0,38
20200917,RI,4,14
20200807,AL,110,64
20200429,DE,,0
20200314,WI,,0
20200624,OH,,0
20200607,CO,,0
20200510,OH,,0
20201028,PA,168,220
20200606,PA,,0
20200327,CT,,0
20200517,SC,,0
20200717,OR,11,36
20200527,ME,,0
20200714,NE,1,23
20200420,TX,,0
20200723,VI,0,2
20201024,VA,91,108
20200809,RI,16,13
20200819,DE,10,13
20200617,NE,0,13
20201031,CA,354,410
20200930,IA,58,123
20200517,AR,,0
20200727,GA,197,83
20200315,PA,,0
20200702,MA,0,1
20200726,MT,11,19
20201022,MA,78,103
20200621,FL,,0
20201127,TX,1002,584
20200414,AL,,0
20200717,MD,41,28
20200330,AR,,0
20200917,PA,56,216
20201017,ND,19,49
20201030,NJ,119,93
20200507,PR,,0
20200629,ME,,0
20200730,HI,12,17
20200807,KS,19,90
20200930,OH,122,211
20200705,VA,,0
20200419,NM,,0
20200527,MA,,0
20200612,AK,,0
20200818,CA,527,370
20200815,HI,19,30
20200501,NJ,,0
20200628,OH,,0
20201101,OK,220,153
20200428,AL,,0
20200327,MI,,0
20200613,CT,,0
20200530,MI,,0
20200626,GA,,0
20201124,PA,583,195
20200423,WY,,0
20200802,WA,21,65
20200715,OH,54,43
20200427,NC,,0
20200421,LA,48,144
20201103,GA,298,155
20200424,AZ,,0
20201111,GA,426,170
20200913,HI,59,30
20201008,NM,25,51
20200709,PA,0,1
20200406,NC,,0
20200815,TN,119,111
20200414,NJ,,0
20200701,MT,,0
20201118,IA,237,126
20200317,IN,,0
20200928,AR,56,99
20200515,CA,,0
20200505,ND,,0
20201115,ID,49,51
20201005,TX,452,575
20200527,OK,,0
20200509,ME,,0
20200618,LA,35,108
20200812,AR,51,65
20200517,OK,,0
20200504,FL,,0
20200908,CO,11,100
20200321,FL,,0
20200727,UT,18,40
20200409,NH,,0
20200518,KY,,0
20200927,RI,4,14
20200710,NY,0,1
20200826,ME,0,34
20200316,IL,,0
20201026,VI,0,2
20200426,MA,,0
20200403,IA,,0
20201006,FL,291,263
20200610,OH,,0
20200626,MS,,0
20200725,NC,172,116
20200331,WA,,0
20201107,SD,91,65
20201128,MA,140,103
20201125,IN,383,166
20200822,DC,12,14
20200916,VA,55,100
20200916,KY,150,113
20200807,ND,11,47
20200830,VA,34,90
20201129,RI,31,15
20200404,NM,,0
20201027,OK,201,143
20200723,MS,106,60
20200526,MS,,0
20201101,VI,1,2
20201016,HI,12,30
20200916,MA,31,86
20201012,CT,24,32
20200531,WI,,0
20200425,PR,,0
20200408,FL,,0
20200804,MI,35,128
20201012,OK,168,149
20200809,AR,58,71
20200815,ND,8,47
20201011,ID,23,50
20200620,MS,,0
20200623,CT,,0
20200918,NY,80,174
20200527,WI,,0
20200319,UT,,0
20200719,NC,93,80
20200429,IL,,0
20200604,TX,,0
20200805,MT,13,21
20201108,MI,316,164
20200319,ME,,0
20200922,CT,13,32
20201123,KS,159,143
20200910,SD,28,61
20200418,HI,2,17
20201124,GA,439,164
20200522,CO,,0
20201119,PA,478,226
20200820,NV,59,61
20200510,AZ,25,14
20200918,DC,7,14
20200702,SD,,0
20201121,SD,66,65
20200715,NH,1,12
20201029,GA,262,169
20200329,TN,,0
20200415,NM,,0
20200531,HI,0,16
20200817,NV,59,62
20200926,MA,37,102
20200411,MS,,0
20201108,NM,84,51
20200630,NH,,0
20201122,VT,5,16
20200406,IL,,0
20201125,MS,133,108
20201007,HI,13,30
20200829,IL,116,191
20200609,TN,,0
20200812,NY,72,124
20200825,NM,11,48
20201022,DE,10,16
20200422,NJ,,0
20200701,VT,,0
20200316,WA,,0
20201125,CT,106,35
20200810,NE,15,68
20201023,CA,353,421
20200407,VT,,0
20200509,SD,,0
20200617,LA,29,110
20201018,KY,153,115
20201102,MS,68,103
20200929,DE,10,14
20200419,IA,13,38
20200513,WV,,0
20200731,WA,30,65
20200705,ND,,0
20200816,WA,39,95
20200829,MS,113,101
20200317,NE,,0
20200507,NY,1,1
20201108,WA,59,105
20200603,ME,,0
20200910,MN,38,129
20200729,NM,15,18
20200621,MA,,0
20200914,CA,301,395
20200722,SD,2,24
20201108,KY,275,124
20200422,ME,,0
20201110,KY,296,105
20201014,AL,138,114
20200910,CT,11,32
20201106,AR,124,109
20200501,WI,,0
20200612,WA,,0
20200702,AR,,0
20201124,CO,307,95
20200625,MO,,0
20200719,IN,37,52
20200317,MT,,0
20200630,GA,,0
20200526,NM,,0
20200503,WY,,0
20200814,VA,62,90
20200516,IN,,0
20200424,MN,,0
20200627,VA,,0
20200712,MA,,0
20200405,WA,,0
20200526,AK,,0
20201020,FL,330,270
20201018,CA,314,403
20200707,AZ,35,16
20200625,NE,1,14
20201202,KY,427,124
20200615,DC,,0
20200920,ID,14,50
20200725,NJ,24,53
20200525,CA,,0
20200512,RI,0,1
20200507,WA,,0
20200421,IL,,0
20201028,ME,6,39
20200424,LA,66,107
20200925,OH,102,209
20200622,AR,,0
20200718,VA,109,67
20200727,CO,43,77
20200717,WY,3,27
20200809,MN,8,96
20200523,PR,,0
20201128,NV,165,61
20200402,NY,,0
20200915,ND,17,47
20200316,NV,,0
20200922,MN,63,130
20200811,ID,22,40
20200920,AK,5,24
20201117,AZ,224,102
20200410,CA,,0
20200711,CT,,0
20200620,UT,,0
20200506,ID,,0
20200715,AZ,186,60
20201011,NJ,55,94
20200521,MT,,0
20200730,NM,17,18
20201119,GA,406,170
20200328,ID,,0
20201005,MD,40,59
20200627,AZ,26,14
20201114,ME,4,39
20201022,RI,8,15
20200917,WY,5,29
20200901,SC,78,81
20201103,NM,66,50
20200917,MN,41,130
20201016,CA,332,404
20200707,KS,,0
20200721,AK,4,9
20201103,IN,182,145
20200916,WV,23,63
20200909,KY,466,111
20200806,IA,32,123
20201028,CT,50,31
20200421,NE,,0
20201019,AZ,69,110
20200803,PA,101,156
20200528,NY,0,1
20201106,WA,46,105
20201004,WV,13,63
20200324,NY,,0
20200520,CO,,0
20200702,IN,,0
20200420,NV,,0
20201009,ME,1,38
20200611,MO,,0
20200617,WI,,0
20200818,PR,31,65
20200805,FL,672,241
20201010,WV,16,63
20201016,NH,5,30
20200425,NY,0,1
20200613,MS,0,1
20200413,MS,,0
20200504,MD,,0
20200819,MA,15,81
20201004,PA,72,212
20201013,AR,111,100
20200318,RI,,0
20200914,KY,145,113
20201015,MI,112,155
20200425,WA,,0
20200323,NC,,0
20201104,IL,458,199
20200923,CT,12,32
20200725,CO,50,78
20200817,UT,12,52
20201120,WY,33,31
20200627,IL,,0
20201021,AK,11,22
20200825,UT,13,54
20200901,MN,38,130
20200430,WI,,0
20200516,MD,,0
20200919,MN,43,130
20200409,VT,,0
20200401,NE,,0
20201024,NM,60,52
20200605,IL,,0
20200418,MT,,0
20200814,LA,134,186
20200816,OK,54,114
20200606,CT,,0
20200705,ID,,0
20201002,MN,45,130
20200622,ID,,0
20200813,PA,57,174
20201126,IL,624,201
20200923,AK,4,24
20200917,DE,3,14
20200521,KS,,0
20201202,WA,96,106
20200325,IA,,0
20201029,CO,119,101
20200430,GA,,0
20200912,WY,8,29
20200511,MA,,0
20201130,CT,115,32
20200827,MI,58,149
20201113,MO,325,141
20200330,NJ,,0
20200513,OR,,0
20200802,MI,44,108
20201115,VA,98,108
20200409,TN,,0
20200701,ME,0,1
20200726,VT,0,8
20200418,NJ,,0
20200424,ID,,0
20200926,VT,0,17
20200727,MT,14,17
20200619,MO,,0
20201113,KY,368,124
20201130,SD,50,63
20200908,AK,3,24
20200603,NM,,0
20200616,SD,,0
20200801,CT,11,29
20200416,HI,1,16
20201016,WI,296,143
20200623,MA,,0
20200515,VI,,0
20200517,WV,,0
20200512,AL,,0
20200801,AL,119,62
20200727,IA,34,121
20200529,MD,,0
20200516,UT,,0
20201010,DC,7,14
20200912,PA,63,214
20200920,TX,366,559
20200321,NM,,0
20200330,WA,,0
20200709,MN,,0
20201003,NH,7,30
20201026,KS,75,144
20200601,PR,,0
20200928,WV,14,63
20200513,MA,,0
20200908,MA,21,84
20200401,LA,,0
20200807,NV,74,61
20200802,GA,208,94
20201120,MS,146,108
20200416,WA,,0
20200806,DC,15,13
20201001,MN,48,130
20200702,VI,,0
20200628,MD,,0
20200524,AK,,0
20200614,GA,,0
20201013,NY,152,176
20201115,MN,213,140
20200827,OH,96,210
20201008,VI,0,2
20200930,AR,72,102
20200620,ND,,0
20201125,VI,0,2
20200724,IL,90,115
20200913,AK,6,24
20200401,OR,,0
20201101,DE,9,16
20200331,FL,,0
20200923,ID,23,50
20201126,NJ,352,96
20200406,IA,,0
20200704,IA,5,43
20200617,AL,,0
20200615,AR,,0
20200731,NC,148,115
20200805,TN,172,112
20200416,ND,,0
20200325,ND,,0
20200826,AL,136,97
20200622,UT,,0
20200505,NY,0,1
20200723,WY,3,28
20200427,MI,,0
20200629,WA,,0
20201001,CT,19,32
20200321,PR,,0
20200822,NY,455,167
20200506,WV,,0
20200607,VT,,0
20200403,MS,,0
20200807,RI,5,13
20201201,VT,7,17
20200328,LA,,0
20201104,ND,56,50
20200514,TN,,0
20200509,CT,,0
20200324,SC,,0
20200716,MO,66,89
20200912,ME,1,36
20200320,ID,,0
20200910,AL,102,112
20201020,IL,266,196
20201009,AZ,65,106
20200718,IL,95,91
20200325,VT,,0
20200604,SD,,0
20200531,NV,,0
20200408,MI,,0
20200319,WV,,0
20200725,WY,1,18
20200710,IN,,0
20201030,HI,5,25
20201121,NC,225,131
20200804,TX,748,538
20200726,CO,38,77
20200502,KS,,0
20200605,AK,,0
20200612,ND,,0
20200710,FL,,0
20200915,SD,36,61
20200923,ND,12,47
20200615,ME,,0
20201018,WA,26,103
20200824,HI,44,30
20200525,ME,,0
20200430,OH,,0
20200620,GA,,0
20200620,DE,,0
20200723,IN,17,26
20200313,IL,,0
20200901,OK,71,132
20200516,MS,,0
20201002,TX,462,564
20201024,OR,17,63
20201011,ND,19,48
20200919,NY,105,174
20200506,OK,,0
20201126,NE,120,101
20200804,NV,67,61
20200405,MI,,0
20200809,UT,17,46
20200607,WV,,0
20200731,CT,15,30
20200422,VA,,0
20201117,DE,16,11
20200531,LA,28,107
20200716,PR,0,2
20200912,CT,8,32
20200508,NV,,0
20200419,MI,,0
20200330,KS,,0
20200411,IA,9,66
20201112,VA,110,108
20200609,IL,,0
20200718,MA,21,67
20200809,DE,1,7
20200802,NM,16,18
20200925,GA,165,151
20200805,WI,95,126
20200626,UT,,0
20200901,MO,89,139
20201022,NH,0,30
20201105,MN,147,140
20201008,IN,119,148
20200809,NY,56,121
20201116,WV,42,59
20200624,NH,,0
20200417,WA,,0
20200603,CA,,0
20200411,VT,,0
20200518,AR,,0
20201103,WA,38,98
20200709,CT,,0
20201110,OH,455,204
20200404,UT,,0
20200608,CO,,0
20200530,SC,,0
20201013,MN,83,130
20201103,AK,13,22
20200613,DE,,0
20200524,WV,,0
20200515,MA,,0
20200524,SC,,0
20200728,NJ,31,54
20200322,CA,,0
20200415,MI,,0
20200918,KY,118,113
20200520,MD,,0
20200611,PR,,0
20200820,IL,108,188
20201201,KS,196,143
20200921,KS,43,145
20200708,SC,,0
20201017,CT,25,33
20200828,TX,503,549
20200428,ND,,0
20200921,ME,1,38
20200922,NV,38,60
20201201,MN,221,130
20200415,LA,37,145
20201003,NC,97,128
20200331,MI,,0
20201115,IA,252,126
20200413,MI,,0
20200621,AZ,,0
20200914,MO,92,139
20200520,RI,0,1
20200606,MS,,0
20201001,LA,74,192
20200713,AZ,24,14
20200825,KY,287,106
20200802,OR,16,43
20200702,IL,,0
20200901,WV,9,63
20200806,NH,3,28
20201114,SC,81,86
20200819,NY,68,167
20200614,WI,,0
20200703,MN,,0
20200512,KS,,0
20200322,IL,,0
20200608,NV,,0
20200915,GA,184,150
20200910,PA,69,213
20201125,NE,126,101
20201019,VI,0,2
20200516,RI,0,1
20200702,NE,0,17
20201103,OH,374,204
20201128,SC,100,87
20201202,FL,619,268
20201028,AL,187,114
20200610,PR,,0
20201108,DC,17,14
20200808,IL,88,127
20200913,MT,8,66
20200418,NM,,0
20200408,WV,,0
20200625,PR,,0
20200703,RI,0,1
20200608,RI,0,1
20201027,AK,14,23
20200411,RI,0,1
20201112,IL,635,201
20201009,RI,13,15
20200901,ID,11,50
20201109,MD,125,54
20200427,NY,1,1
20200731,IA,33,122
20200522,MI,,0
20200424,AL,,0
20200519,MA,,0
20200618,AK,,0
20201115,SC,75,86
20200714,CO,,0
20200315,CO,,0
20200720,VT,11,8
20200708,AK,,0
20200914,VA,59,101
20200608,LA,23,110
20201106,IA,174,125
20201028,NV,71,62
20200619,IN,,0
20200703,IL,,0
20201130,MA,123,80
20200417,IN,,0
20200706,DC,,0
20200325,SD,,0
20200611,AL,,0
20201025,DC,9,14
20201004,MN,44,130
20201128,ND,47,50
20200929,OK,133,146
20200822,PR,20,65
20200417,KY,,0
20200604,MS,,0
20200405,LA,,0
20201109,PR,239,62
20201008,IL,171,197
20201014,MN,76,130
20200629,NM,,0
20200524,CO,,0
20200602,SD,,0
20200601,MA,,0
20200501,NM,,0
20200507,RI,0,1
20200730,SD,4,30
20200806,WV,10,59
20200912,MD,51,55
20201202,WY,33,31
20201011,SC,67,83
20200417,AK,,0
20200712,NJ,,0
20200710,CA,,0
20200607,CA,,0
20200409,IN,,0
20200726,MN,24,73
20200920,NC,70,127
20200909,IA,50,123
20200610,MI,,0
20200314,IA,,0
20200725,MO,127,88
20200702,SC,,0
20200829,MO,115,139
20200325,OK,,0
20200511,TX,,0
20201103,VA,96,99
20201019,SD,46,65
20201202,MD,218,60
20200511,WA,,0
20201103,AZ,136,102
20200407,NV,,0
20200409,GA,,0
20201126,UT,101,59
20201118,PR,205,66
20200713,VI,3,2
20200501,LA,71,103
20200730,GA,248,94
20200704,AZ,18,12
20200531,MT,,0
20201023,OK,184,153
20201005,AL,93,113
20200908,CT,8,32
20200326,ID,,0
20201012,VT,0,17
20200801,KS,38,91
20201113,OH,484,223
20200314,TX,,0
20200808,MS,129,80
20200415,WI,,0
20200514,WY,,0
20201122,MD,195,60
20200617,SC,,0
20200316,CA,,0
20200917,KS,48,145
20200705,SC,,0
20200922,MI,41,153
20200713,KS,,0
20200415,NV,,0
20200819,NE,7,79
20201027,SD,91,64
20200911,OK,89,138
20200402,OR,,0
20200615,KS,,0
20200330,KY,,0
20200501,NC,,0
20201027,TX,754,582
20201031,DE,16,16
20200506,MA,,0
20200719,CT,8,28
20200605,NC,,0
20200525,OK,,0
20201105,DE,12,16
20201002,CT,17,32
20201026,KY,196,106
20201125,IL,669,201
20200818,SD,14,56
20200706,MO,,0
20201129,GA,429,170
20200624,NJ,,0
20201123,OR,48,64
20201011,IL,154,197
20201125,VA,188,108
20200510,WY,,0
20201114,WY,32,31
20201108,OR,32,64
20200610,IN,,0
20201115,RI,15,15
20201009,CA,333,399
20200630,AR,,0
20200516,NY,0,1
20200918,DE,4,14
20201202,OR,70,65
20200721,SD,1,21
20200423,MO,,0
20201014,DE,11,15
20200712,WV,,0
20200920,RI,3,14
20200407,NH,,0
20201029,KS,93,148
20201127,MD,192,60
20200825,AK,3,25
20200421,SD,,0
20200423,TN,,0
20200410,WI,,0
20200328,UT,,0
20200628,WA,,0
20200513,MT,,0
20201110,PA,357,202
20200924,IL,108,194
20200324,CT,,0
20200823,MT,14,47
20200614,OK,,0
20200728,IN,11,21
20200417,NM,,0
20201019,WY,29,30
20200425,RI,0,1
20200626,MI,,0
20200318,NE,,0
20201120,GA,390,170
20200321,CA,,0
20200428,TX,,0
20201021,KS,93,146
20201007,NJ,59,95
20200604,TN,,0
20200412,AL,,0
20201021,MT,73,67
20201026,AR,82,89
20200706,PR,,0
20200503,FL,,0
20200713,NJ,,0
20201025,MT,51,67
20200416,NY,,0
20201029,IL,365,198
20201005,NV,34,60
20201201,ND,47,47
20200527,VA,,0
20200830,AZ,75,99
20200712,CA,,0
20201101,NM,76,52
20200621,CA,,0
20200427,KY,,0
20200728,WV,22,31
20200529,ND,,0
20200716,FL,682,195
20201009,OH,163,211
20200525,MT,,0
20200717,WA,29,55
20201112,OH,487,223
20200510,MN,,0
20201008,CA,345,399
20200916,MN,40,130
20201107,GA,355,171
20200606,SD,,0
20200625,IA,7,40
20200807,CA,688,330
20200717,CO,29,67
20200728,CA,871,344
20200809,TX,650,535
20201110,DE,10,12
20200612,RI,0,1
20200505,SD,,0
20200722,TN,181,107
20200405,WI,,0
20200914,DC,7,14
20200408,NM,,0
20200821,AZ,108,105
20200808,WI,67,129
20200625,DC,,0
20200315,TN,,0
20200704,MD,,0
20200625,VT,,0
20201101,NE,59,98
20200821,OH,103,209
20200817,SD,18,52
20200804,MT,16,19
20200412,IL,,0
20200317,HI,,0
20200318,CO,,0
20200721,VI,1,2
20200410,MA,,0
20200502,PR,,0
20200314,ME,,0
20200815,IN,93,132
20200819,IA,42,123
20200818,DE,3,12
20200628,PR,,0
20200318,FL,,0
20200603,DC,,0
20201018,KS,48,149
20200930,ME,3,37
20200817,CT,12,31
20201018,MT,49,67
20200406,NV,,0
20200830,LA,85,192
20200826,MS,93,100
20200330,CT,,0
20201123,ND,47,47
20200622,IA,3,21
20201023,HI,5,24
20200705,WI,,0
20200930,NJ,49,94
20201007,WI,198,141
20201023,NV,46,62
20200324,IN,,0
20201025,WI,334,144
20200729,MN,22,90
20200527,DE,,0
20200919,MO,109,139
20200429,WI,,0
20200616,VT,,0
20200930,DE,12,14
20200627,TN,,0
20200505,DC,,0
20200921,PA,58,214
20200321,ID,,0
20200808,RI,7,13
20200808,CT,12,30
20200613,NY,0,1
20200611,AR,,0
20200402,KY,,0
20201127,AZ,274,124
20200528,SC,,0
20200629,KY,,0
20200928,PR,20,66
20200406,MN,,0
20200722,HI,1,16
20200527,LA,34,111
20200803,PR,3,66
20200805,MN,19,102
20200702,VA,,0
20201011,FL,269,265
20200428,NY,0,1
20201116,IL,581,192
20201114,FL,541,265
20200330,AK,,0
20200916,SD,34,61
20200623,PA,,0
20200509,KY,,0
20200527,RI,0,1
20200621,ND,,0
20200715,KY,33,86
20200401,SD,,0
20201108,LA,84,212
20200618,VI,,0
20200908,AL,117,110
20201103,MI,283,161
20200518,ME,,0
20200927,TX,380,564
20200705,IL,,0
20200327,HI,2,22
20200729,NE,4,44
20201111,IL,677,201
20200926,DE,7,14
20200709,NY,0,1
20200815,NM,15,47
20200826,PA,83,205
20200810,MO,49,99
20200429,OK,,0
20201118,KS,181,148
20200623,NV,,0
20200511,KS,,0
20201121,PA,542,227
20200503,MD,,0
20200512,WY,,0
20201005,RI,5,14
20200922,FL,311,260
20200505,MO,,0
20200927,NV,31,61
20200517,RI,0,1
20200502,WY,,0
20201129,MO,282,140
20200726,NH,5,26
20200422,AZ,,0
20200525,SC,,0
20201026,TN,171,122
20200517,NY,0,1
20200607,FL,,0
20200630,ID,,0
20200530,AL,,0
20201116,TN,230,117
20200403,MI,,0
20200914,PR,27,65
20200918,AZ,46,103
20200918,UT,24,57
20201019,OR,13,64
20200622,PR,,0
20200717,NC,116,86
20200914,SC,54,82
20201015,OR,19,64
20200528,MA,,0
20200723,CO,51,76
20200829,OK,161,129
20200330,NY,,0
20200604,VT,,0
20201008,SC,97,82
20200805,NH,3,28
20200610,ND,,0
20200408,CA,,0
20200813,WV,11,59
20200410,NM,,0
20200811,LA,169,184
20200507,CT,,0
20200706,ME,0,1
20200621,PA,,0
20200921,CT,6,31
20201106,TX,923,584
20200425,OH,,0
20200514,CO,,0
20200815,VI,1,2
20200429,KY,,0
20200712,SC,,0
20201018,SC,63,82
20200316,ID,,0
20200924,FL,263,260
20200715,MT,3,6
20200623,AR,,0
20200319,MI,,0
20200719,MN,8,25
20200822,HI,50,29
20200824,OH,84,207
20200525,NJ,,0
20200521,AL,,0
20200613,AR,,0
20200830,WI,56,137
20200319,KS,,0
20201102,LA,71,213
20200422,IL,,0
20200509,NY,0,1
20200713,WY,,0
20201026,NM,44,50
20201012,GA,244,158
20200510,ND,,0
20200330,WI,,0
20200526,OK,,0
20200924,SC,66,82
20200406,LA,74,158
20201117,OH,649,204
20200319,RI,,0
20200317,NC,,0
20200316,TN,,0
20201125,AR,138,111
20200407,TN,,0
20200516,MA,,0
20201018,ME,0,39
20200803,DC,5,11
20200718,NY,54,84
20200404,WI,,0
20200727,ID,20,19
20201122,WY,27,31
20200817,ME,2,32
20200713,RI,0,1
20200419,AK,,0
20201008,MO,176,140
20200815,AK,4,24
20200401,KY,,0
20200507,PA,,0
20200408,IN,,0
20200822,ND,12,47
20201023,KS,89,148
20200925,SD,46,63
20200510,CT,,0
20201015,WI,288,143
20200705,MO,,0
20200730,WI,60,107
20200329,LA,,0
20200524,OR,,0
20201014,WY,20,31
20200402,AR,,0
20200507,WV,,0
20201022,IA,84,125
20200712,FL,,0
20200616,OR,,0
20200627,LA,54,122
20200925,NJ,29,95
20200618,MI,,0
20200820,AL,99,81
20200816,CA,507,342
20200621,MN,,0
20200728,OK,72,65
20200523,AL,,0
20200628,KY,,0
20200630,NY,0,1
20200920,CA,301,396
20200630,UT,,0
20200922,NC,104,127
20200323,RI,,0
20201118,HI,12,25
20200514,OR,,0
20200527,WV,,0
20201008,MA,39,103
20200409,MS,,0
20200525,DE,,0
20201104,AZ,117,119
20200611,CT,,0
20201018,NJ,68,93
20200428,AR,,0
20200913,MD,45,55
20200514,OH,,0
20200502,AZ,28,12
20200526,MA,,0
20200519,PR,,0
20200602,PA,,0
20201122,OH,630,222
20200603,KY,,0
20200327,MT,,0
20201102,WI,378,147
20201020,CO,103,99
20200910,GA,705,155
20200723,VT,1,8
20200316,OR,,0
20200503,SC,,0
20200718,KY,40,92
20200625,NV,,0
20200812,MT,19,24
20201002,HI,17,30
20201124,FL,585,239
20200804,NE,1,4
20200829,NE,10,87
20200606,CO,,0
20200520,DE,,0
20201009,MS,96,103
20201029,AL,148,114
20201012,MN,62,130
20201022,TX,768,585
20200920,UT,13,55
20200901,MA,20,81
20201114,AR,118,111
20200424,IL,,0
20201009,AR,86,104
20200526,CA,,0
20201021,IA,90,125
20200811,NV,68,61
20200430,PA,,0
20200504,OH,,0
20201025,PR,10,65
20200420,ME,,0
20200614,CT,,0
20200809,NC,117,113
20200611,HI,1,14
20200519,PA,,0
20201105,PA,241,225
20200725,NY,77,114
20201015,LA,84,202
20200528,PA,,0
20201017,NC,110,129
20200915,UT,10,57
20200918,MN,32,130
20200715,DC,4,6
20201021,VT,0,17
20200502,OH,,0
20200808,VA,61,70
20201002,PR,27,65
20200418,AK,,0
20201112,AZ,168,121
20200329,WV,,0
20200515,WV,,0
20200731,DC,18,10
20200515,MO,,0
20201017,MS,96,104
20200825,WA,28,99
20200816,ME,2,32
20200407,HI,,0
20200318,TX,,0
20200728,NY,66,120
20200508,AK,,0
20200423,DC,,0
20200421,GA,,0
20201130,AR,139,92
20200429,AK,,0
20201016,MT,63,67
20201016,AK,12,23
20201029,SD,71,65
20200615,TX,,0
20201010,AZ,80,105
20200915,AR,51,102
20200504,LA,51,107
20200323,MD,,0
20200505,AR,,0
20200606,WY,,0
20200711,GA,0,1
20201117,AL,221,105
20201005,KS,55,147
20201116,VA,101,97
20200908,ND,7,47
20200430,CT,,0
20201113,MD,160,60
20200325,CT,,0
20200901,UT,22,56
20201022,NC,147,129
20200430,MT,,0
20200802,LA,177,222
20200609,PR,,0
20200929,CA,356,399
20201003,SD,42,63
20200523,TN,,0
20200518,AZ,29,17
20200814,IL,123,180
20200831,PR,17,65
20200719,RI,0,8
20200926,TX,487,564
20200821,MI,62,150
20200606,GA,,0
20200524,MI,,0
20200601,WV,,0
20201020,WY,30,30
20200807,ME,4,28
20200803,NY,88,124
20200322,AL,,0
20200620,WA,,0
20200506,KY,,0
20200521,MD,,0
20200813,CO,31,86
20200703,OH,,0
20200330,NC,,0
20200827,LA,82,192
20200513,SC,,0
20200613,NE,0,13
20200818,NC,121,123
20200504,CA,,0
20200731,TX,811,518
20200806,MA,22,76
20200602,CT,,0
20200926,MN,52,130
20200412,NV,,0
20201012,WY,15,29
20200612,MN,,0
20200816,NM,7,47
20201027,NC,151,125
20200427,WA,,0
20200421,MS,,0
20200424,UT,,0
20200705,FL,,0
20200825,TX,506,549
20201111,VA,103,108
20200327,AZ,,0
20201003,AR,71,102
20201024,AL,148,114
20200811,AL,99,60
20200406,ID,,0
20201015,FL,278,265
20200611,ME,,0
20201027,IA,113,122
20200714,OR,,0
20200529,KS,,0
20200708,ID,,0
20201123,CO,240,95
20200826,CT,12,32
20201013,TX,683,576
20200605,GA,,0
20200628,MO,,0
20200424,NM,,0
20200414,IN,,0
20201102,ID,46,50
20200911,AK,0,24
20200701,MS,0,1
20200514,MD,,0
20201127,WI,345,149
20200409,SD,,0
20200512,CO,,0
20200930,CT,19,32
20200608,UT,,0
20201130,VA,172,97
20200620,NM,,0
20200625,WY,,0
20200727,MI,30,98
20201024,LA,213,205
20200830,UT,12,54
20200921,AL,105,111
20200418,CT,,0
20200803,NH,1,28
20200322,MD,,0
20201004,CT,23,32
20200422,WI,,0
20201008,NE,35,96
20200324,PA,,0
20200623,MN,,0
20200327,ME,,0
20201117,NC,220,121
20200707,UT,,0
20200716,ND,,0
20200615,CT,,0
20200531,MI,,0
20200712,MT,,0
20200828,IN,71,141
20200330,IA,,0
20201129,NY,563,200
20200516,ME,,0
20200321,OH,,0
20200619,ND,,0
20200723,OR,16,25
20200910,TN,103,128
20201011,MO,173,140
20201104,MO,261,140
20200528,AR,,0
20200725,FL,811,239
20200923,GA,142,151
20200509,AR,,0
20200606,MD,,0
20200516,AR,,0
20200322,PA,,0
20200802,WI,67,121
20200320,KY,,0
20200917,VT,0,17
20201115,MS,88,107
20200919,MA,28,86
20200621,LA,41,117
20201011,VA,59,103
20200624,WI,,0
20201104,PR,204,61
20201102,ND,41,49
20200325,MO,,0
20201028,TN,196,137
20200613,MO,,0
20200827,MN,45,130
20200730,MN,22,94
20201120,SD,72,65
20201203,UT,90,59
20200426,TN,,0
20200909,DC,12,14
20201101,IA,113,125
20200611,OK,,0
20200824,MN,30,130
20200720,ME,1,20
20200912,MS,63,102
20200729,IA,33,122
20200609,DC,,0
20200804,FL,703,240
20200917,NC,86,127
20200831,AZ,63,100
20200707,MD,,0
20200827,WI,52,137
20200529,RI,0,1
20200401,MI,,0
20200807,OK,68,101
20200914,NE,15,88
20200726,AL,175,55
20200704,WY,,0
20201124,MT,75,66
20200611,TN,,0
20201112,GA,376,171
20200918,MI,38,153
20200409,VI,,0
20200609,LA,20,111
20200603,MI,,0
20200608,AL,,0
20200419,NC,,0
20200530,OR,,0
20201013,MA,42,103
20200626,WI,,0
20200626,CO,,0
20200925,CT,7,32
20200831,MO,74,139
20200403,OR,,0
20200610,AK,,0
20200404,KY,,0
20200521,NV,,0
20200728,MA,30,75
20200410,AK,,0
20200319,CA,,0
20200511,OH,,0
20200730,ND,2,43
20200427,AR,,0
20200710,SD,,0
20200603,AK,,0
20201109,MT,79,67
20200912,GA,704,156
20200703,WI,,0
20201009,WI,211,142
20201102,UT,56,54
20200529,SC,,0
20200330,TX,,0
20200612,DE,,0
20200608,DE,,0
20200718,AR,56,53
20200913,UT,18,54
20201020,OR,62,64
20200414,TN,,0
20200328,RI,0,1
20201121,NJ,355,96
20200621,WA,,0
20200502,MD,,0
20201019,MS,83,104
20200716,SC,102,48
20200812,PR,19,64
20200422,OH,,0
20200323,AZ,,0
20200331,CO,,0
20201124,CA,993,383
20200519,WV,,0
