date,state,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage
20200404,MI,,0
20200324,NV,,0
20201010,RI,6,15
20200826,UT,25,54
20201118,SD,64,65
20201017,TX,691,580
20200330,MO,,0
20201106,WI,440,148
20201102,NM,57,51
20200701,FL,,0
20200425,SC,,0
20200819,LA,132,191
20200828,MA,17,81
20201002,OK,135,149
20200424,CO,,0
20200727,AZ,220,64
20200513,NC,,0
20200425,VT,,0
20200322,NY,,0
20200707,HI,2,15
20201104,CT,40,32
20200706,ID,,0
20200626,MN,,0
20200816,NV,57,62
20201007,NM,26,51
20200608,VA,,0
20200722,AZ,251,64
20200912,SC,65,82
20200831,VA,43,95
20200325,AZ,,0
20200612,CA,,0
20200909,PA,53,213
20201113,SD,74,65
20200424,SD,,0
20200713,CA,,0
20200618,MT,,0
20200918,PR,15,65
20200813,CT,13,31
20200927,WA,23,101
20200806,PA,112,161
20200728,IL,89,129
20200328,OK,,0
20201124,VT,5,17
20200624,HI,0,13
20200604,KS,,0
20200917,NM,11,50
20200331,AL,,0
20200814,KY,262,108
20200413,VI,,0
20200414,ME,,0
20200711,IL,,0
20200510,MO,,0
20210412,SD,6,63
20210301,IL,110,187
20210225,WA,51,105
20200906,LA,78,192
20200303,IL,,0
20210611,AK,2,24
20210603,AL,39,115
20210505,NE,11,101
20210606,FL,222,268
20210318,PR,13,67
20210131,NJ,280,96
20210422,NC,139,132
20210115,CO,121,104
20210413,MO,62,123
20210611,WY,7,31
20210216,AR,55,91
20210210,NC,248,132
20210609,LA,51,220
20210606,OK,16,150
20210222,NY,563,181
20210317,PR,9,67
20210119,LA,229,218
20200120,IN,,0
20210506,HI,6,26
20210316,HI,3,24
20210402,OK,49,151
20210123,PA,490,229
20210529,HI,4,26
20201230,FL,1052,268
20200301,WV,,0
20201224,CT,120,40
20210211,AL,176,117
20210411,AK,4,24
20210213,MI,85,164
20201224,MA,280,102
20210126,MA,221,79
20210405,MO,44,125
20210226,MA,110,101
20210505,NC,121,132
20210406,VI,1,2
20201217,DC,37,14
20210428,WA,87,105
20201219,AK,11,24
20201229,UT,78,54
20210206,NE,27,101
20210611,OR,22,64
20200101,LA,,0
20210216,KY,219,104
20200309,KY,,0
20210209,NC,240,119
20210202,NM,62,53
20200105,PR,,0
20210515,MD,67,61
20210610,NJ,41,96
20210331,DC,21,14
20201229,NC,384,118
20210215,PA,235,208
20210504,ND,10,47
20200308,MD,,0
20210612,NV,22,63
20210524,VT,2,17
20210302,WV,19,59
20210420,UT,14,53
20201230,MA,320,101
20201207,NV,135,59
20210309,TN,69,113
20210523,ID,15,53
20210608,KY,113,104
20210512,CA,201,413
20210123,MD,205,60
20201226,LA,142,216
20210528,RI,4,15
20210222,MI,75,159
20210601,AZ,59,100
20210214,TN,100,112
20210507,NM,20,55
20210416,UT,24,59
20201207,CO,206,95
20210330,MA,99,79
20210313,HI,7,26
20210121,VA,316,106
20201212,KY,389,124
20200905,NY,72,172
20210518,IA,34,122
20210524,KS,18,141
20210118,NM,120,54
20210207,MT,15,66
20210219,NE,17,101
20210312,WV,16,63
20210309,CT,82,33
20200104,NC,,0
20210219,DC,16,14
20210129,ME,20,39
20210129,NM,75,55
20210425,IL,227,205
20201217,LA,173,216
20210115,OR,49,65
20201226,MS,125,109
20201219,AZ,458,125
20210320,AR,24,110
20210109,HI,10,26
20210323,ND,5,47
20210227,MN,38,140
20201228,OH,577,202
20201219,KY,382,124
20210319,WA,45,105
20200304,IA,,0
20210128,IL,302,206
20200308,CA,,0
20200906,WI,64,139
20210128,FL,966,269
20210403,OH,179,232
20210116,UT,80,59
20210202,VI,0,2
20201212,CT,155,40
20210608,WA,50,93
20210201,KS,54,141
20210214,ND,7,50
20210426,NJ,148,78
20201211,PA,766,228
20210203,MI,171,163
20201206,AK,17,23
20210420,ID,14,48
20210313,MI,135,164
20210424,TX,390,594
20210521,NM,29,56
20200202,HI,,0
20210501,HI,8,26
20210602,NY,110,208
20210211,VT,6,17
20210527,WV,23,62
20210120,NC,392,132
20210418,SC,52,87
20210429,NC,125,132
20200204,CA,,0
20210202,GA,592,156
20201204,LA,203,216
20201223,NC,392,132
20200113,NC,,0
20201203,NY,670,203
20210421,FL,545,268
20210323,MN,59,131
20210512,AL,81,117
20210103,FL,1051,266
20210504,VA,105,94
20200205,MN,,0
20201227,PR,14,67
20210208,MN,37,131
20210108,IA,74,126
20210204,PR,17,67
20210308,NM,23,53
20210130,SD,11,65
20210521,VA,57,105
20201229,ID,40,48
20201225,RI,33,15
20210304,DC,8,14
20201211,ND,25,50
20210101,RI,30,15
20210212,NC,197,132
20210517,AR,24,91
20210221,WI,56,150
20210311,CT,79,40
20210307,NY,469,208
20210103,IL,370,207
20201214,KY,521,105
20201228,WY,18,30
20210326,WI,45,150
20210401,NM,18,55
20210309,NM,21,53
20210209,PA,328,208
20210601,OH,92,198
20210519,VI,0,2
20200312,TX,,0
20210113,UT,89,59
20210425,VA,74,105
20210312,CO,57,105
20210421,MT,13,66
20210413,AR,30,91
20210321,MN,49,140
20210127,NM,77,55
20210405,RI,7,14
20210118,MA,203,79
20210218,MN,42,140
20210429,FL,486,269
20210225,AZ,144,126
20200131,NV,,0
20210320,WA,38,105
20201203,MS,152,108
20210526,WI,60,149
20201224,AL,432,115
20210224,ID,14,52
20210117,HI,9,26
20210326,MA,112,101
20201222,AR,193,97
20210417,PA,401,229
20200306,NV,,0
20210107,OR,62,65
20210103,VA,266,108
20210307,MD,100,61
20210302,WI,70,144
20201228,FL,856,231
20210222,NE,17,100
20200903,PR,20,65
20200207,IN,,0
20210430,WA,77,105
20210510,MA,44,79
20210611,CO,56,106
20210526,WY,8,30
20200312,IA,,0
20210418,OK,33,152
20210126,NH,27,28
20210427,ND,13,47
20210108,GA,908,170
20210314,NM,19,55
20210206,WA,70,105
20210321,AK,9,24
20210225,WI,76,150
20210207,TN,122,113
20210105,OH,640,200
20210515,PR,13,66
20201212,NY,886,205
20210509,FL,357,269
20201231,WY,6,31
20210408,DC,23,14
20210322,DC,10,14
20200304,WA,,0
20200306,WY,,0
20201231,MA,334,101
20210523,PR,10,66
20210120,OK,281,152
20210606,CA,141,416
20210606,MT,13,67
20210123,AZ,474,126
20210525,NJ,64,78
20210304,VA,134,106
20210423,DE,15,16
20210206,AK,4,24
20210125,ID,28,48
20210521,IL,158,205
20210127,VI,1,2
20210126,VI,0,2
20201229,WY,33,30
20200228,TX,,0
20210423,VT,4,17
20210403,NY,490,208
20210407,ID,16,51
20210221,ND,8,50
20210223,ID,29,48
20210204,MT,24,67
20210305,WA,30,105
20210418,MA,99,101
20210124,MD,184,60
20201205,KS,182,151
20210529,VI,0,2
20210107,FL,1142,269
20210528,UT,21,60
20201228,UT,69,53
20210315,NM,13,53
20200305,KY,,0
20210529,AK,0,24
20210515,AZ,80,125
20200903,MO,116,149
20210124,CO,82,105
20210522,AZ,56,124
20210531,NJ,40,78
20210604,MI,82,164
20210224,UT,36,59
20210520,CA,172,416
20210310,CO,62,105
20210323,WV,31,59
20200907,AR,40,99
20201229,GA,703,156
20210319,NC,110,132
20210515,NE,5,101
20210512,HI,4,26
20210511,TX,321,590
20210411,ND,11,49
20210310,WA,48,104
20210219,LA,82,219
20210318,KY,121,119
20210328,WV,28,63
20210518,NV,41,60
20210530,ME,6,39
20210415,FL,518,268
20210128,CA,1555,418
20201215,MN,156,131
20210605,NH,4,30
20200120,AL,,0
20210411,ME,13,39
20210317,MI,203,164
20210526,NH,8,30
20210414,KS,21,150
20210227,RI,11,15
20210406,CA,281,378
20210105,MD,241,52
20200225,KS,,0
20200110,TX,,0
20210303,NH,13,30
20200224,IL,,0
20201209,WV,93,63
20210520,IN,58,166
20200111,MT,,0
20201214,KS,133,141
20210513,NM,25,55
20210507,UT,23,60
20210301,OH,152,200
20201211,CT,165,40
20210409,NJ,323,96
20210207,ME,7,39
20210403,WA,58,105
20210408,WV,34,63
20210505,WI,91,149
20210531,VA,42,94
20210330,WV,25,59
20200301,MO,,0
20210217,ND,9,50
20210521,NE,11,101
20210331,ME,8,39
20210204,AK,4,24
20210608,PA,78,206
20200304,LA,,0
20201209,IN,372,165
20201207,VT,6,17
20210524,OH,120,199
20200906,OR,3,64
20210422,SD,13,65
20210425,NC,127,132
20210212,KY,263,119
20210129,CT,129,40
20210311,HI,4,26
20210502,TX,291,595
20210212,MI,117,164
20201211,NV,182,62
20210419,CT,79,33
20210220,AR,73,111
20210113,WI,254,149
20210327,MO,62,140
20210404,TN,85,113
20210210,VT,8,17
20210304,FL,548,269
20201225,OR,43,64
20210307,PR,9,67
20210516,UT,18,60
20200312,MT,,0
20210130,NE,25,102
20210128,OK,265,152
20200223,NV,,0
20210206,CO,81,105
20210103,ND,12,50
20210219,PR,7,67
20200206,KS,,0
20200303,RI,,0
20210610,CT,17,39
20210202,IN,179,138
20210331,RI,13,15
20200308,NV,,0
20201227,MD,218,59
20210106,SC,288,87
20210528,IN,96,166
20201210,DC,35,14
20210501,TN,91,114
20210329,OH,158,199
20210309,MD,95,53
20210610,KS,19,149
20210530,OK,29,149
20210208,CT,71,33
20210112,GA,864,154
20200201,MT,,0
20210407,MS,16,108
20210306,SD,6,65
20210223,ND,8,47
20210423,MN,86,140
20200904,ID,17,50
20210602,OK,32,150
20210530,AL,37,114
20210103,NE,42,101
20210520,OK,29,150
20200122,MT,,0
20210511,IA,33,122
20210516,ND,7,50
20210415,HI,4,26
20200116,TX,,0
20210219,WI,85,150
20201228,MD,176,52
20210404,NJ,267,96
20210425,IA,17,126
20210530,SD,3,65
20201214,AR,108,92
20210304,WV,23,63
20200116,MT,,0
20210324,WA,43,105
20201227,IL,443,206
20210425,GA,169,170
20210220,WI,80,150
20210129,OH,321,233
20210125,MT,20,66
20210302,CA,447,382
20210116,ID,25,52
20200304,MO,,0
20210227,MS,40,108
20201221,OH,608,201
20210520,MS,33,108
20210503,MS,27,100
20210311,PA,202,229
20210114,AZ,564,126
20210425,NE,10,101
20210406,AK,7,22
20210415,TX,406,594
20210324,AL,72,117
20210205,ME,6,39
20210222,AZ,117,105
20210131,SD,8,65
20210314,VI,0,2
20210501,PA,241,229
20210320,DC,15,14
20210421,SC,73,87
20210201,AR,85,91
20210424,HI,2,26
20210528,WI,54,149
20210117,NH,27,30
20210424,CT,67,40
20210211,HI,5,26
20201206,CO,202,104
20210215,NV,50,60
20200905,HI,54,30
20210202,SD,17,63
20201205,OK,308,153
20210313,TN,79,113
20210510,AR,18,90
20210513,MI,231,164
20210110,OK,321,152
20210308,MT,13,65
20210422,FL,534,267
20201206,NM,135,53
20201224,TX,1557,590
20210505,IA,33,126
20210514,WA,68,104
20210502,IA,30,126
20201218,AK,11,24
20210410,WY,3,31
20210415,ND,8,49
20210509,NH,9,30
20210312,MT,14,67
20210504,GA,167,159
20210308,HI,2,24
20210603,HI,4,26
20201222,WV,97,63
20210605,IN,54,167
20210301,WY,3,30
20210228,VA,108,106
20201227,WY,18,31
20210217,MN,33,140
20210206,NM,64,55
20210301,VI,0,2
20200903,DC,11,14
20200303,MS,,0
20200902,ID,19,50
20210515,WY,3,30
20210401,IN,80,165
20210130,GA,499,170
20210123,NH,33,30
20210328,ID,17,52
20210528,OH,106,233
20210329,TX,331,589
20200220,TX,,0
20210522,WI,62,150
20200213,HI,,0
20210221,ID,23,52
20201231,VI,0,2
20210505,NJ,139,96
20210512,NV,41,63
20210331,WI,50,150
20201222,MN,140,131
20210119,CA,1959,381
20201230,SC,256,87
20210213,TN,128,113
20210529,NM,13,54
20210606,VA,23,105
20210318,NY,594,208
20210408,MD,165,61
20210101,CA,2224,419
20200229,NC,,0
20210123,WY,12,31
20210518,PA,181,211
20201218,IN,376,165
20210324,LA,60,219
20201231,AR,172,111
20210125,FL,843,231
20210111,AR,143,89
20210127,AL,283,117
20210422,VI,1,2
20201204,WI,370,149
20200311,MN,,0
20210514,IL,137,204
20210430,NH,8,30
20210517,NY,153,179
20201208,PR,36,64
20210424,NE,10,101
20210127,IN,193,166
20210324,NM,17,55
20210118,WV,71,59
20210603,NV,18,63
20200307,AZ,,0
20210202,AK,6,22
20210105,AZ,616,104
20210522,LA,47,220
20210214,KY,207,119
20201209,MN,201,139
20210410,PA,328,229
20200307,IN,,0
20210120,MS,126,108
20200306,WV,,0
20210207,HI,4,26
20210122,IL,368,206
20210108,NH,40,30
20210328,MN,60,140
20210527,PR,10,66
20200313,PR,,0
20210106,KS,146,150
20201204,AK,20,23
20210327,TN,104,112
20200126,MT,,0
20210311,KS,30,150
20210416,WA,66,105
20210211,NV,74,63
20200108,TX,,0
20210510,WV,31,59
20210519,IN,72,166
20200304,AL,,0
20200310,GA,,0
20210318,HI,1,26
20210110,CA,1778,417
20210527,MA,27,102
20210516,WI,72,150
20210109,TN,323,115
20200215,IN,,0
20210223,UT,31,53
20210125,SC,190,70
20210115,MO,223,140
20200301,PA,,0
20210329,KY,96,105
20201221,WI,263,144
20200227,MT,,0
20210321,PA,230,227
20210113,NJ,468,96
20210506,NE,13,101
20210408,NY,514,208
20210322,MT,9,67
20210402,MS,15,108
20210310,KY,161,119
20210117,TN,238,111
20210124,WV,57,63
20210522,ID,15,53
20210403,AZ,59,126
20201203,AR,144,110
20210215,ND,7,47
20210410,HI,11,26
20210107,MD,272,59
20210318,AR,26,110
20210215,WA,63,95
20200115,AL,,0
20200902,UT,16,56
20210514,NJ,111,96
20210414,CA,267,419
20210117,OR,35,65
20210212,OR,28,65
20210205,OK,210,151
20201215,PA,842,192
20201229,SD,34,63
20210516,NV,28,63
20210130,NC,307,132
20210421,NH,14,30
20201213,SD,19,65
20200306,GA,,0
20210602,KS,19,150
20210516,OH,113,232
20201230,VT,6,17
20210114,NE,55,101
20210315,IA,33,122
20200307,WI,,0
20210318,ND,7,50
20210311,AL,69,115
20210227,CA,515,419
20210316,AR,38,89
20210410,MO,66,140
20210221,LA,65,219
20210607,ND,2,47
20210428,FL,511,269
20210122,MT,29,67
20210523,WA,51,104
20210212,IA,35,126
20210122,NJ,381,96
20210203,CO,100,105
20200311,WV,,0
20201230,VA,282,108
20210604,OR,24,65
20210322,PR,12,67
20201206,OR,46,64
20210417,IN,96,165
20201210,OK,313,153
20210525,OR,36,63
20210505,MI,317,164
20210516,ID,15,53
20200212,NV,,0
20200907,DC,11,14
20210209,OR,35,63
20210329,NH,13,28
20210507,ID,11,52
20210312,OK,57,151
20210415,SC,76,87
20210114,PR,21,67
20210525,WY,7,29
20210310,AK,4,24
20210508,HI,3,26
20210418,MO,56,140
20201215,WY,30,30
20210515,IL,140,204
20210326,AZ,71,124
20201217,WI,291,149
20210531,IL,71,188
20210225,NH,9,30
20210116,WA,71,105
20210219,TX,792,592
20210316,ME,8,37
20210305,NH,7,30
20210403,KY,133,118
20200905,KS,47,144
20210202,OR,45,64
20210420,ND,15,47
20201205,OH,679,231
20210129,DE,34,16
20200903,OR,4,64
20210211,CT,98,40
20210606,MA,11,102
20210506,PR,22,72
20210401,TN,69,113
20210523,NY,130,208
20210202,WY,13,31
20210611,MD,27,61
20210119,NV,130,60
20210220,NY,573,208
20210306,ID,8,52
20200127,HI,,0
20210217,AR,64,111
20210426,NC,101,118
20210225,OH,167,233
20201222,PA,731,200
20201204,MN,206,139
20210305,ME,10,39
20210301,MO,57,125
20210106,CO,139,102
20210304,PR,17,67
20201224,NV,173,63
20210127,AK,3,24
20210509,VT,4,17
20200302,WY,,0
20210204,IN,199,166
20210405,DC,9,14
20210427,HI,6,24
20200302,OK,,0
20210324,AK,4,24
20210502,HI,10,26
20210606,SC,12,87
20210208,WA,47,95
20201216,DE,60,16
20210108,IN,324,166
20210209,AK,3,22
20210119,WI,200,143
20210212,AL,181,115
20201205,VT,3,17
20210413,WV,25,59
20210311,NV,36,62
20210302,OK,80,143
20210209,AL,189,106
20210406,UT,23,54
20201216,KY,391,124
20210314,MN,35,140
20200304,OR,,0
20210328,RI,9,15
20201220,IL,444,204
20210530,GA,99,167
20210609,PA,76,228
20201210,WA,88,105
20200902,CT,11,32
20210301,VA,115,95
20210316,TN,87,112
20210422,GA,205,170
20210520,WV,29,63
20210506,VT,5,17
20210405,WY,5,30
20210612,KS,13,148
20200104,HI,,0
20210612,WV,13,62
20210531,WA,46,94
20210508,ME,14,39
20210401,CA,311,418
20210308,TN,69,113
20210217,PA,277,229
20210321,ND,4,50
20200904,UT,19,56
20200307,NV,,0
20210416,ID,10,52
20210302,MA,100,79
20210607,KY,100,105
20210328,CA,235,418
20210320,NY,524,208
20201214,OH,653,202
20210214,HI,2,26
20210402,RI,15,15
20201219,RI,26,15
20210522,OH,121,232
20210517,MI,138,158
20201217,PR,40,67
20210330,IL,182,188
20210527,NY,149,208
20210404,IL,218,206
20210222,PR,6,67
20210225,LA,89,218
20200216,HI,,0
20210109,VT,8,17
20201219,NM,137,54
20210527,IL,124,204
20210219,IA,34,126
20210213,DC,29,14
20201218,NM,121,54
20210525,FL,342,229
20210427,TN,102,112
20210317,DC,18,14
20210609,GA,111,166
20201226,NE,38,101
20210427,MN,99,131
20201231,OR,65,65
20210417,MD,167,61
20210213,LA,83,219
20200907,IA,50,123
20210131,NC,282,132
20200106,NC,,0
20210209,IL,200,188
20210115,AL,407,114
20201218,TN,364,115
20210521,MO,47,140
20210601,WY,15,30
20210611,RI,4,15
20210608,CT,13,33
20210317,ID,20,52
20210221,MN,22,140
20210208,TX,909,588
20201207,OR,56,64
20210513,WA,68,104
20210112,SD,29,63
20210106,OR,60,65
20210526,UT,31,60
20210603,CO,62,106
20210318,TN,110,112
20200305,VA,,0
20201224,WY,15,31
20210401,OK,41,151
20210210,NV,97,63
20210311,ME,5,39
20210409,FL,523,269
20201208,DC,27,14
20210101,OK,337,153
20210524,WY,13,29
20210211,MN,50,140
20210420,SC,57,69
20210323,MA,86,79
20210421,ID,15,52
20201216,NC,320,132
20201220,FL,748,268
20200102,TX,,0
20210108,WY,18,31
20210306,MA,101,102
20200313,WI,,0
20210516,AL,69,115
20200226,AL,,0
20210409,SC,81,87
20210306,LA,70,219
20200906,CO,25,99
20201226,IL,329,206
20210210,KY,279,119
20210612,NE,7,102
20210405,NC,106,120
20210331,HI,5,26
20210325,DC,13,14
20210114,WV,87,63
20210521,DC,9,14
20200213,NC,,0
20210108,SD,19,65
20210417,OH,204,233
20210327,VI,0,2
20210508,KS,36,150
20210523,FL,295,270
20210308,ID,13,49
20210608,ME,7,36
20210413,PR,42,67
20210115,NV,173,63
20210102,RI,28,15
20200217,KS,,0
20210424,NM,27,54
20201220,MO,233,140
20201214,NC,293,121
20210220,NE,22,101
20210504,NM,21,52
20210402,NM,12,55
20210608,UT,33,54
20210123,IN,223,166
20210122,SC,274,87
20210513,KY,124,118
20210317,OH,155,233
20210411,KY,111,118
20210208,IA,36,122
20201217,MI,342,162
20210331,NM,8,55
20200109,MT,,0
20210420,FL,576,228
20210313,MT,15,67
20210415,MO,66,140
20210429,NV,55,62
20210501,IN,108,165
20210429,NJ,204,96
20200221,NC,,0
20210602,TX,301,595
20210314,AL,48,115
20210217,TN,105,120
20210303,DE,14,16
20210116,SC,259,87
20210203,MT,24,67
20210504,CT,71,33
20201212,ME,19,39
20210518,LA,57,220
20210110,WV,71,63
20201216,SC,178,87
20210526,ID,10,53
20210109,NV,170,63
20210605,WY,12,31
20200305,RI,,0
20210104,WA,97,95
20210113,ID,39,52
20201226,ME,11,39
20201229,MS,196,101
20200302,MT,,0
20210412,AZ,64,105
20201228,SC,194,70
20210303,MS,34,108
20210104,WI,233,144
20210309,ND,8,47
20210315,TX,377,589
20201211,ID,64,52
20210109,NJ,454,96
20210502,WV,30,63
20200905,PA,56,211
20201212,WY,29,31
20210403,GA,199,169
20210121,SD,14,65
20200302,TX,,0
20210518,DE,11,10
20210524,MD,38,53
20210117,DE,42,16
20210310,TX,518,592
20210411,CA,253,419
20201227,AZ,484,124
20210115,ND,16,50
20201204,VA,184,108
20210209,TX,1082,588
20210406,NH,18,29
20200218,HI,,0
20210405,UT,27,54
20210426,WI,82,142
20210502,MA,65,102
20200222,KS,,0
20210426,AL,53,104
20210406,NM,12,53
20210528,AK,2,24
20210510,NY,189,179
20210407,WA,50,105
20201226,NY,935,205
20210206,KY,322,119
20210304,ND,5,49
20201224,PA,685,228
20201218,ND,24,50
20210131,KS,60,150
20210112,AK,7,22
20210422,MI,475,164
20200203,NC,,0
20210409,MN,106,140
20210219,AZ,186,126
20210330,DC,20,14
20210204,TN,164,113
20210510,IN,67,136
20210226,DC,17,14
20210416,AK,6,24
20210310,NM,21,55
20210129,SD,13,65
20200123,TX,,0
20210107,CT,158,40
20210327,IN,67,165
20210411,WA,49,105
20200302,ME,,0
20210414,NJ,270,96
20210413,DC,8,14
20210228,NJ,209,96
20210315,AK,7,22
20210325,VA,118,106
20210126,IN,201,138
20200222,TX,,0
20210529,IN,77,166
20210109,CA,2310,417
20210117,MN,52,140
20210320,NE,14,101
20210429,CO,103,105
20210517,KY,112,104
20200306,IN,,0
20200125,TX,,0
20210217,DE,26,15
20210314,OK,47,151
20210201,MT,20,66
20201203,ME,18,39
20210503,NM,36,53
20210519,WV,35,63
20200217,NC,,0
20201204,IN,430,166
20201216,NM,131,54
20210506,WY,4,31
20210126,AL,303,106
20210418,WV,35,63
20210523,MO,38,140
20210417,SD,15,65
20201206,GA,410,170
20210424,MD,154,61
20210206,MI,142,164
20210121,IL,320,206
20210304,AK,4,24
20210606,WV,15,63
20210104,KY,421,106
20210218,MA,119,102
20210521,KY,95,118
20210326,ND,8,50
20201223,TX,1568,590
20210319,LA,48,219
20200312,NJ,,0
20210515,OH,124,232
20210503,IN,96,135
20210101,MN,112,140
20201212,PA,764,228
20201220,VA,201,108
20210312,AL,57,115
20210226,MO,70,140
20210331,KY,113,118
20210216,DC,29,14
20210519,NH,12,30
20210404,HI,9,26
20210103,SC,289,87
20201217,HI,8,26
20210529,CA,139,414
20200228,MT,,0
20201216,TX,1284,590
20210416,KY,131,118
20210605,GA,100,167
20210126,TN,213,113
20201206,NC,264,132
20210123,OH,395,233
20210509,ID,12,52
20210131,AK,2,24
20200208,TX,,0
20210218,VA,167,107
20210228,IL,105,205
20201227,OH,547,230
20200305,GA,,0
20210606,MO,51,140
20210205,KS,82,150
20210405,HI,5,24
20210111,MS,122,101
20210204,NM,52,55
20200130,HI,,0
20201231,IN,350,166
20210329,WA,45,95
20210504,MN,93,131
20210126,MT,29,66
20210419,KS,19,141
20200303,MD,,0
20210526,DE,7,16
20210108,NC,429,132
20210208,KY,284,105
20210216,MI,103,158
20210114,WY,18,31
20210508,AL,65,115
20201206,MS,132,108
20201222,CT,162,33
20210227,GA,271,169
20210224,KY,212,118
20210520,AK,5,24
20210107,SC,277,87
20200306,NC,,0
20210518,MN,55,131
20210416,NM,15,55
20201223,IA,99,126
20201209,ND,33,50
20210105,KS,143,141
20210326,TN,98,113
20210512,ME,6,39
20210210,AR,98,108
20210124,SC,224,87
20210517,WA,64,93
20210511,RI,8,14
20210313,IN,58,165
20210118,TX,1563,589
20210426,VT,7,17
20210224,WA,45,105
20210503,AK,5,22
20210110,NM,102,54
20210320,KY,124,119
20210407,DE,17,16
20210604,MT,12,67
20210525,WI,52,141
20210317,LA,49,219
20201206,SD,33,65
20210529,TN,42,112
20210221,DE,24,15
20210605,CO,64,106
20210524,NJ,80,78
20210411,NM,12,55
20210205,WV,59,63
20210429,WY,9,31
20210607,PR,0,66
20210119,RI,29,15
20210307,NC,89,131
20210407,WV,43,63
20200219,TX,,0
20210516,SC,25,87
20210423,NH,18,30
20201220,SC,166,87
20210105,NJ,457,78
20210514,MS,24,107
20210203,NV,143,63
20210419,GA,181,155
20210309,VI,1,2
20210330,MO,63,124
20210327,MD,139,61
20210303,ID,18,52
20210216,NY,632,181
20200905,WA,32,99
20210424,WV,16,63
20200224,MO,,0
20210201,NJ,295,78
20200306,SC,,0
20201209,AZ,418,124
20210514,DE,13,16
20210428,NJ,166,96
20210213,ND,11,50
20210218,DE,13,15
20210224,NY,631,208
20201230,NJ,485,96
20210102,IA,64,126
20201205,AZ,409,124
20210128,NV,122,63
20210519,OK,27,150
20201214,WI,322,144
20210214,NM,33,55
20210310,NC,123,132
20210409,ND,32,50
20210325,ME,6,39
20210508,NV,30,63
20210326,IN,75,165
20210611,NC,57,132
20210321,TN,95,113
20210301,PR,12,67
20210530,MS,29,108
20210111,VT,8,17
20210323,VI,0,2
20210124,OK,241,151
20200302,IN,,0
20210417,AZ,52,125
20210504,AL,56,104
20201210,KY,462,124
20210226,PR,7,67
20210310,OR,21,65
20210109,OK,394,152
20210323,AK,5,22
20210426,OH,176,200
20210327,NH,18,30
20200904,KY,394,111
20210221,RI,21,15
20210306,PA,189,229
20200201,WV,,0
20210511,AK,7,22
20210109,AL,464,115
20210406,ND,9,47
20210327,HI,3,26
20210219,OH,232,233
20200206,AL,,0
20210426,KS,18,141
20210528,HI,9,26
20201227,MO,266,140
20200103,AL,,0
20200308,PA,,0
20210509,NY,205,207
20210208,AR,97,90
20210114,NY,1165,207
20210224,AR,54,110
20200904,ND,8,47
20210407,ME,9,39
20210526,AZ,77,125
20210309,AL,65,106
20201213,NC,283,132
20210207,PA,300,229
20201231,MS,163,108
20210131,VT,8,17
20210310,MI,128,164
20210512,TN,70,116
20210312,MI,137,164
20210308,DC,23,14
20210520,MA,34,102
20201221,AR,139,92
20210111,DE,40,12
20210326,GA,223,170
20210104,NH,38,28
20210128,ME,11,39
20210407,LA,51,219
20210109,KS,143,150
20201205,PA,723,228
20210522,ME,15,39
20210223,WY,3,30
20210605,OR,24,65
20210514,UT,28,60
20210106,WY,17,31
20210121,MS,102,108
20210424,IN,120,165
20200118,MN,,0
20210116,FL,1040,269
20210104,OH,527,201
20210403,MI,499,164
20201225,ID,37,52
20210203,OR,54,65
20201204,GA,456,170
20210531,FL,240,230
20210526,LA,50,220
20210511,OK,34,139
20200229,KS,,0
20210514,RI,10,15
20210101,DE,49,16
20210127,WY,10,32
20201228,MO,254,125
20210205,HI,4,26
20210125,CO,97,97
20210218,NE,17,101
20210611,DE,2,16
20210330,PA,338,209
20210422,WV,38,63
20210406,IN,94,137
20210220,MA,97,102
20210319,DE,6,16
20210430,MT,19,67
20210120,IA,77,126
20201230,WV,100,63
20210526,OH,137,233
20210124,FL,878,269
20210610,VT,1,17
20210208,PA,291,208
20210321,IN,46,165
20210417,MS,23,108
20210106,FL,1172,268
20210316,MT,15,65
20200128,MT,,0
20200907,TX,378,553
20200309,MS,,0
20210116,MI,247,164
20201219,WA,108,105
20210601,MD,44,53
20210130,CT,122,40
20210215,LA,66,219
20200301,NV,,0
20210511,WV,39,59
20200111,HI,,0
20210212,TX,859,591
20201207,RI,31,15
20210307,AL,63,115
20210413,NC,127,119
20210609,NC,51,133
20210111,ME,16,37
20201221,NH,39,29
20201226,AZ,462,123
20210227,UT,30,59
20210214,IN,91,166
20210514,AZ,74,125
20201223,NJ,474,96
20210524,SD,1,63
20210228,MS,34,108
20210408,PR,36,67
20210514,LA,60,220
20210412,ID,14,49
20200311,MT,,0
20210203,HI,5,26
20210226,WV,18,63
20210321,CA,262,419
20210106,MD,258,59
20200126,AL,,0
20210306,WV,19,63
20210410,VI,0,2
20200907,MT,20,36
20210519,MA,40,102
20210605,SD,4,65
20210428,KY,119,117
20201205,CT,117,36
20210509,AR,30,110
20210421,UT,27,59
20200209,MN,,0
20201215,MD,239,52
20210508,VT,2,17
20210223,MO,77,124
20210225,SD,14,65
20201216,IA,96,126
20210114,MA,308,102
20210404,PA,324,229
20210101,MA,309,101
20210222,TX,762,589
20210328,MA,95,101
20210610,PA,69,228
20210402,AL,67,115
20200302,CA,,0
20210520,NM,21,56
20210531,SC,27,69
20210401,HI,6,26
20200902,MS,90,101
