previous_day_admission_adult_covid_confirmed,total_adult_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed_coverage,total_adult_patients_hospitalized_confirmed_covid_coverage,staffed_icu_adult_patients_confirmed_covid_coverage,state_and_date,date,state,inIcuCurrently,onVentilatorCurrently,TotalDeaths
4,50,9,26,26,26,HI20210512,20210512,HI,nan,,489
14,154,37,52,52,52,ID20210404,20210404,ID,37,,1966
45,442,62,16,16,16,DE20201219,20201219,DE,59,,858
4,22,6,30,30,30,WY20210427,20210427,WY,nan,,707
295,2194,379,78,78,78,NJ20210329,20210329,NJ,452,239,21869
20,118,37,126,126,126,IA20210522,20210522,IA,37,16,6035
501,2693,742,157,157,157,GA20201208,20201208,GA,nan,,9027
229,1533,336,229,229,229,PA20210312,20210312,PA,313,165,24530
134,1002,217,205,205,205,IL20210303,20210303,IL,275,138,20626
93,845,228,132,132,132,NC20210326,20210326,NC,230,,12028
12,72,24,67,67,67,MT20210509,20210509,MT,nan,,1592
56,417,102,87,87,87,SC20210425,20210425,SC,131,62,9433
41,339,104,105,105,105,WA20210326,20210326,WA,nan,55,5218
140,1028,210,188,188,188,IL20210322,20210322,IL,233,98,21103
153,934,196,206,206,206,IL20210318,20210318,IL,252,100,21022
31,190,44,67,67,67,MT20201225,20201225,MT,nan,,916
25,177,52,108,108,108,MS20210424,20210424,MS,55,22,7175
47,393,67,50,50,50,ND20201203,20201203,ND,45,,977
26,254,62,108,108,108,MS20210320,20210320,MS,71,40,6955
38,382,130,60,60,59,NV20200922,20200922,NV,140,75,1546
249,405,140,114,109,106,KY20200921,20200921,KY,114,,1112
303,2546,610,137,137,137,IN20210104,20210104,IN,650,322,8150
1341,10077,2805,590,590,590,TX20201220,20201220,TX,nan,,25348
47,374,89,135,135,135,IN20210316,20210316,IN,98,42,12466
7,54,18,24,24,24,AK20210501,20210501,AK,nan,6,341
616,4341,985,104,104,104,AZ20210105,20210105,AZ,1096,761,9317
20,279,48,48,48,48,ND20201215,20201215,ND,48,,1170
339,1917,518,152,152,152,OK20210113,20210113,OK,467,,2848
170,1788,406,188,188,188,IL20210208,20210208,IL,469,251,19668
17,56,12,50,50,50,ND20210519,20210519,ND,6,,1506
27,273,37,91,85,83,NJ20200909,20200909,NJ,62,36,14220
21,137,40,151,151,151,OK20210516,20210516,OK,nan,,6878
277,1887,467,205,205,205,IL20210422,20210422,IL,511,238,21755
141,690,207,153,153,153,OK20210224,20210224,OK,467,,4264
272,2225,587,123,123,123,NC20201207,20201207,NC,528,,5560
432,3272,1039,565,561,561,TX20200924,20200924,TX,nan,,15267
191,1606,375,59,59,59,MD20201217,20201217,MD,394,,5152
69,450,107,69,69,69,SC20210329,20210329,SC,125,59,9126
10,53,13,26,26,26,HI20210502,20210502,HI,nan,,483
16,64,10,67,67,67,MT20210226,20210226,MT,nan,,1354
75,368,126,104,104,104,AL20210420,20210420,AL,nan,,10798
6,27,5,17,17,17,VT20210323,20210323,VT,5,,220
316,2680,694,125,125,125,AZ20210205,20210205,AZ,909,573,13948
11,164,56,37,37,37,ME20210202,20210202,ME,48,24,618
381,3305,1130,395,384,373,CA20200906,20200906,CA,1091,,13709
56,482,140,216,190,179,PA20200924,20200924,PA,nan,53,8079
88,892,195,105,105,105,WA20210117,20210117,WA,nan,158,3903
789,6968,2115,592,592,592,TX20210221,20210221,TX,nan,,41343
68,610,182,79,79,79,MA20210301,20210301,MA,184,119,15822
14,76,20,33,25,22,MT20200906,20200906,MT,nan,,117
,,,0,0,0,NV20200127,,,,,
173,1646,390,62,62,62,NV20201203,20201203,NV,373,215,2249
26,244,57,63,63,63,NV20210410,20210410,NV,66,31,5332
63,461,159,59,59,59,UT20201225,20201225,UT,180,,1204
108,572,161,165,165,165,IN20210409,20210409,IN,156,58,12726
636,5791,1346,154,154,154,GA20210111,20210111,GA,nan,,10299
6,136,19,15,15,15,RI20210314,20210314,RI,24,19,2567
143,970,289,199,199,199,OH20210511,20210511,OH,288,171,19441
0,1,0,17,17,17,VT20200922,20200922,VT,nan,,58
300,2376,472,215,215,215,PA20210405,20210405,PA,427,225,25200
63,575,195,100,89,71,AZ20200831,20200831,AZ,256,152,5029
22,163,47,101,101,101,NE20210415,20210415,NE,nan,,2205
248,1862,361,96,96,96,NJ20210318,20210318,NJ,405,221,21561
20,179,55,39,39,39,ME20210129,20210129,ME,51,31,570
13,59,10,50,50,50,ND20210407,20210407,ND,6,,1468
989,7709,1563,269,269,269,FL20210110,20210110,FL,nan,,22912
83,620,186,105,105,105,CO20210128,20210128,CO,nan,,5569
0,5,0,2,2,2,VI20210526,,,,,
48,642,189,82,80,78,SC20200920,20200920,SC,203,123,3199
23,131,34,52,52,52,ID20210220,20210220,ID,30,,1826
31,349,74,65,65,65,SD20201217,20201217,SD,nan,,1301
,,,0,0,0,WV20200130,,,,,
15,185,63,39,39,39,ME20210123,20210123,ME,57,19,544
27,259,47,79,75,73,NJ20200912,20200912,NJ,98,37,14238
24,144,30,150,150,150,KS20210331,20210331,KS,28,13,4913
50,373,98,61,61,61,MD20210528,20210528,MD,100,,9380
0,1,0,2,2,2,VI20210521,,,,,
46,290,67,122,122,122,IA20210209,20210209,IA,67,27,5145
39,482,119,105,105,105,WA20210221,20210221,WA,nan,50,4822
43,430,51,14,14,14,RI20201201,20201201,RI,41,23,1380
282,2319,526,108,108,108,VA20201230,20201230,VA,553,330,4984
189,1112,293,166,166,166,IN20210205,20210205,IN,323,165,11280
189,1153,347,169,169,169,GA20210331,20210331,GA,nan,,16607
36,261,86,59,59,59,WV20210419,20210419,WV,60,20,2785
316,2123,539,166,166,166,IN20210115,20210115,IN,552,285,8872
244,1825,505,166,166,166,IN20210121,20210121,IN,519,267,9218
22,149,35,101,101,101,NE20210303,20210303,NE,nan,,2091
21,179,71,90,90,90,AR20210601,20210601,AR,nan,38,5834
181,1125,326,170,170,170,GA20210424,20210424,GA,nan,,17382
0,3,0,2,2,2,VI20200917,,,,,
,,,0,0,0,HI20200202,,,,,
226,1702,398,108,108,108,VA20201212,20201212,VA,440,229,4409
174,1696,322,96,96,96,NJ20210307,20210307,NJ,393,237,21177
18,54,12,65,65,65,MT20210427,20210427,MT,nan,,1566
349,2040,487,216,221,221,LA20210105,20210105,LA,nan,205,7635
5,14,3,28,28,28,WY20200909,20200909,WY,nan,,42
199,1084,328,170,170,170,GA20210429,20210429,GA,nan,,17534
96,321,103,118,118,118,KY20210519,20210519,KY,108,49,6678
20,300,76,108,108,108,MS20210314,20210314,MS,84,45,6901
399,1943,422,149,148,148,WI20201203,20201203,WI,376,,3562
502,2402,605,166,166,166,IN20210102,20210102,IN,664,342,8055
41,265,66,61,61,61,NV20210405,20210405,NV,73,38,5275
14,150,31,15,15,15,RI20210418,20210418,RI,28,24,2647
26,169,42,126,126,126,IA20210317,20210317,IA,41,19,5666
,,,0,0,0,IN20200106,,,,,
3,44,8,24,24,24,HI20210518,20210518,HI,nan,,492
5,164,24,15,15,15,RI20210228,20210228,RI,34,19,2502
13,155,21,15,15,15,RI20210302,20210302,RI,25,17,2525
235,1165,272,149,149,149,WI20210107,20210107,WI,204,,5079
0,1,0,2,2,2,VI20210518,,,,,
323,2238,564,166,166,166,IN20210113,20210113,IN,550,285,8790
421,3170,891,170,170,170,GA20210213,20210213,GA,nan,,13856
57,340,106,150,149,149,WI20210226,20210226,WI,89,,6399
2,137,24,66,66,66,PR20210528,,,,,
32,193,36,67,67,67,MT20210110,20210110,MT,nan,,1056
5,44,7,26,26,26,HI20210519,20210519,HI,nan,,492
,,,0,0,0,KY20200303,,,,,
89,475,207,133,132,129,OK20200904,20200904,OK,195,,846
,,,0,0,0,MT20200117,,,,,
,,,0,0,0,NC20200128,,,,,
447,4557,1333,382,381,381,CA20210302,20210302,CA,1390,,52497
151,899,284,170,170,170,GA20210513,20210513,GA,nan,,17765
149,909,221,53,53,53,MD20210323,20210323,MD,200,,8010
12,76,18,24,24,24,AK20210107,20210107,AK,nan,8,222
4,33,12,24,21,20,AK20200915,20200915,AK,nan,8,44
458,2058,521,145,145,145,OK20210105,20210105,OK,467,,2571
12,116,24,52,52,52,NM20210419,20210419,NM,nan,,4007
208,1938,424,60,60,60,NV20201215,20201215,NV,414,258,2596
16,85,19,39,39,39,CT20210530,20210530,CT,nan,,8238
98,692,152,40,40,40,CT20210211,20210211,CT,nan,,7354
19,214,78,59,59,59,WV20210517,20210517,WV,83,35,2762
0,3,3,2,2,2,VI20210417,,,,,
745,4948,953,181,181,181,NY20201208,20201208,NY,906,493,27307
46,240,64,131,131,131,MN20210309,20210309,MN,50,,6696
,,,0,0,0,NV20200305,,,,,
,,,0,0,0,NC20200210,,,,,
16,124,32,52,52,52,ID20210304,20210304,ID,32,,1876
100,702,295,127,121,120,NC20200918,20200918,NC,283,,3207
6,32,12,24,21,21,AK20200913,20200913,AK,nan,8,44
556,3380,911,170,170,170,GA20201217,20201217,GA,nan,,9358
,,,0,0,0,MT20200113,,,,,
29,496,70,67,67,67,PR20210426,,,,,
30,225,55,63,63,63,OR20210216,20210216,OR,51,24,2138
15,194,60,39,39,39,ME20210124,20210124,ME,55,19,547
23,230,59,65,65,65,OR20210604,20210604,OR,57,29,2686
57,557,138,101,101,101,NE20201230,20201230,NE,nan,,1611
173,1036,278,234,234,234,OH20210304,20210304,OH,270,196,17189
1040,7456,1547,269,269,269,FL20210116,20210116,FL,nan,,24004
0,2,2,2,2,2,VI20210102,,,,,
87,780,209,63,63,63,WV20210114,20210114,WV,187,97,1702
23,109,44,50,48,49,ID20200923,20200923,ID,44,,454
,,,0,0,0,HI20200119,,,,,
101,518,137,175,153,140,NY20200923,20200923,NY,141,68,25437
5,75,21,26,26,26,HI20210130,20210130,HI,nan,,407
1,1,1,2,2,2,VI20210121,,,,,
2192,21659,4902,382,381,381,CA20210112,20210112,CA,4854,,30513
45,323,119,111,111,111,AL20210405,20210405,AL,nan,,10638
90,499,153,102,102,102,MA20210422,20210422,MA,158,96,17168
15,111,38,53,53,53,ID20210520,20210520,ID,35,,2080
76,643,222,133,133,133,NC20210522,20210522,NC,224,,12958
377,2876,909,592,592,592,TX20210406,20210406,TX,nan,,47822
80,788,236,208,192,188,OH20200831,20200831,OH,244,140,4138
19,150,42,150,150,150,KS20210327,20210327,KS,42,21,4891
11,111,38,101,101,101,NE20210507,20210507,NE,nan,,2254
67,1020,204,192,212,212,LA20200920,20200920,LA,nan,100,5198
334,3291,1095,557,553,552,TX20200921,20200921,TX,nan,,14917
191,1262,309,233,233,233,OH20210226,20210226,OH,308,214,17183
5,44,5,17,17,17,VT20210122,20210122,VT,5,,159
5,20,6,24,24,24,AK20210526,20210526,AK,nan,2,362
293,2130,451,229,229,229,PA20210331,20210331,PA,420,211,25093
16,51,12,65,65,65,MT20210315,20210315,MT,nan,,1393
80,856,240,132,132,132,NC20210321,20210321,NC,251,,11820
3,73,25,39,39,39,ME20210321,20210321,ME,24,13,729
27,142,61,53,53,53,UT20210413,20210413,UT,59,,2161
92,770,209,105,105,105,WA20210121,20210121,WA,nan,80,4065
357,1267,316,119,119,119,KY20210204,20210204,KY,368,171,3921
43,444,62,10,10,10,DE20210105,20210105,DE,56,,947
263,1407,306,144,144,144,WI20201221,20201221,WI,272,,4425
86,497,109,40,40,40,CT20210331,20210331,CT,nan,,7886
44,366,125,61,60,59,NV20200919,20200919,NV,127,89,1528
246,1923,462,187,187,187,IL20210420,20210420,IL,522,223,21694
207,2553,642,162,162,162,MI20201227,20201227,MI,687,416,12029
3,17,4,17,17,17,VT20210502,20210502,VT,4,,247
,,,0,0,0,MN20200119,,,,,
3,13,2,17,17,17,VT20210514,20210514,VT,2,,252
610,4219,913,268,268,268,FL20201129,20201129,FL,nan,,18500
51,501,130,216,192,180,PA20200916,20200916,PA,nan,60,7903
110,544,159,101,101,101,MA20210417,20210417,MA,169,99,17110
,,,0,0,0,HI20200222,,,,,
822,4761,1135,170,170,170,GA20201230,20201230,GA,nan,,9808
159,1372,323,87,87,87,SC20210206,20210206,SC,371,224,7651
218,1230,364,144,144,144,OK20210202,20210202,OK,467,,3602
862,5471,1206,269,269,269,FL20210206,20210206,FL,nan,,27599
16,140,30,141,141,141,KS20210329,20210329,KS,27,14,4902
42,377,81,67,67,67,MT20201206,20201206,MT,nan,,736
2,100,32,63,55,52,OR20200910,20200910,OR,29,18,497
13,103,22,26,26,26,HI20210122,20210122,HI,nan,,332
145,1896,442,60,60,60,NV20201221,20201221,NV,437,297,2787
0,0,0,2,2,2,VI20210113,,,,,
7,32,8,24,24,24,AK20210513,20210513,AK,nan,2,347
21,191,39,47,47,47,ND20201228,20201228,ND,18,,1270
38,384,97,52,52,52,ID20201223,20201223,ID,97,,1324
7,43,11,65,65,65,SD20210327,20210327,SD,nan,,1933
19,101,15,67,67,67,PR20210311,,,,,
178,1169,337,170,170,170,GA20210321,20210321,GA,nan,,16145
129,944,193,206,206,206,IL20210319,20210319,IL,242,105,21034
7,54,10,65,65,65,MT20210517,20210517,MT,nan,,1598
13,44,7,17,17,17,VT20210120,20210120,VT,7,,165
417,3381,799,232,232,232,OH20210122,20210122,OH,819,563,10599
74,720,238,139,124,118,MO20200831,20200831,MO,nan,,1530
53,429,93,48,48,48,ID20201207,20201207,ID,93,,1055
47,213,60,151,151,151,OK20210422,20210422,OK,nan,,6716
84,549,192,59,59,59,UT20201213,20201213,UT,215,,1055
101,1024,268,96,96,96,WA20201207,20201207,WA,nan,135,2941
1194,9222,2601,584,584,584,TX20201202,20201202,TX,nan,,21756
58,537,162,140,140,140,MO20210319,20210319,MO,151,102,8332
2353,18515,3890,383,382,382,CA20201222,20201222,CA,3755,,22923
274,1957,653,590,590,590,TX20210525,20210525,TX,nan,,50198
4,51,12,26,26,26,HI20210509,20210509,HI,nan,,488
1,2,0,17,17,17,VT20200919,20200919,VT,nan,,58
36,194,72,56,52,45,UT20200923,20200923,UT,65,,444
64,657,208,112,112,112,TN20210315,20210315,TN,204,109,11638
989,8099,1349,206,206,206,NY20210102,20210102,NY,1321,786,30337
12,81,22,63,63,63,SD20210503,20210503,SD,nan,,1970
38,352,96,220,223,223,LA20210425,20210425,LA,nan,47,10336
6,81,13,24,24,24,AK20210106,20210106,AK,nan,6,219
124,841,260,201,201,201,OH20210308,20210308,OH,244,173,17502
29,239,20,16,16,16,DE20210212,20210212,DE,23,,1269
255,1126,261,149,148,148,WI20201231,20201231,WI,244,,4859
21,164,47,101,101,101,NE20210225,20210225,NE,nan,,2063
30,227,59,48,48,48,ID20210126,20210126,ID,59,,1688
128,955,274,132,132,132,NC20210313,20210313,NC,271,,11691
111,851,190,96,96,96,NJ20210514,20210514,NJ,213,146,23284
1,12,6,37,34,32,ME20200916,20200916,ME,5,0,138
62,596,179,111,111,111,AR20210219,20210219,AR,nan,108,5336
2262,20680,4456,381,380,380,CA20201229,20201229,CA,4308,,24526
85,1223,276,192,212,212,LA20200830,20200830,LA,nan,143,4768
34,216,57,140,140,140,MN20210304,20210304,MN,59,,6521
87,1009,239,95,95,95,WA20201214,20201214,WA,nan,128,2918
227,492,171,143,137,135,IN20200907,20200907,IN,236,64,3144
640,4012,873,164,164,164,MI20210416,20210416,MI,873,491,16771
10,75,27,39,39,39,ME20210326,20210326,ME,27,10,731
607,4487,1055,232,232,232,OH20201231,20201231,OH,1059,722,8962
74,821,226,105,105,105,VA20210425,20210425,VA,256,133,10691
559,3351,777,268,268,268,FL20210417,20210417,FL,nan,,34404
85,498,157,59,59,59,UT20210101,20210101,UT,158,,1269
35,149,49,59,59,59,UT20210320,20210320,UT,57,,2060
111,1012,270,60,60,60,MD20210219,20210219,MD,272,,7495
20,134,24,65,65,65,OR20210325,20210325,OR,17,9,2370
13,40,12,30,30,30,WY20210521,20210521,WY,nan,,713
291,3035,623,208,208,208,PA20210208,20210208,PA,565,296,22471
27,208,70,39,39,39,ME20210113,20210113,ME,64,23,453
,,,0,0,0,AL20200115,,,,,
37,268,64,67,67,67,MT20201218,20201218,MT,nan,,854
327,3360,706,207,207,207,PA20210202,20210202,PA,669,380,21812
182,1090,301,151,151,151,KS20201205,20201205,KS,283,123,1786
255,2092,440,70,70,70,SC20210119,20210119,SC,483,313,6328
1,41,16,26,26,26,HI20210217,20210217,HI,nan,,427
399,3482,680,96,96,96,NJ20201218,20201218,NJ,687,471,16216
5,56,12,47,47,47,ND20210302,20210302,ND,3,,1447
60,412,141,114,114,114,AL20210318,20210318,AL,nan,,10391
327,2356,611,107,107,107,AL20201214,20201214,AL,nan,,4102
98,711,209,105,105,105,VA20210505,20210505,VA,221,114,10844
390,2780,911,594,594,594,TX20210409,20210409,TX,nan,,48109
46,276,91,124,124,123,IA20200918,20200918,IA,81,40,1261
3,40,14,26,26,26,HI20210530,20210530,HI,nan,,500
111,872,186,101,101,101,NE20201202,20201202,NE,nan,,1128
935,7381,1218,205,205,205,NY20201226,20201226,NY,1129,638,29396
72,419,143,125,125,125,AZ20210430,20210430,AZ,189,86,17324
3,46,10,65,65,65,SD20210311,20210311,SD,nan,,1905
123,932,314,111,111,111,AR20201210,20201210,AR,nan,181,2820
368,1960,408,164,164,164,MI20210328,20210328,MI,394,142,16026
82,560,148,87,87,87,SC20210305,20210305,SC,163,88,8719
12,69,15,32,31,31,CT20200923,20200923,CT,nan,,4497
170,1519,518,149,129,117,GA20200907,20200907,GA,nan,,6044
18,133,39,14,14,13,DC20210416,20210416,DC,38,19,1093
186,1385,374,126,126,126,AZ20210219,20210219,AZ,563,334,15421
105,678,182,165,165,165,IN20210428,20210428,IN,185,75,12902
65,583,156,219,222,222,LA20210304,20210304,LA,nan,74,9686
54,612,148,63,63,63,WV20210127,20210127,WV,137,63,1953
11,66,18,30,30,30,NH20210508,20210508,NH,nan,,1314
82,573,149,52,52,52,NM20210125,20210125,NM,nan,,3157
36,231,47,92,85,84,NJ20200906,20200906,NJ,79,29,14206
12,49,13,65,65,65,SD20210324,20210324,SD,nan,,1924
632,3299,667,158,158,158,MI20210406,20210406,MI,676,304,16297
196,1220,292,101,101,101,MS20201229,20201229,MS,325,201,4719
54,519,109,96,96,96,NJ20210527,20210527,NJ,118,78,23503
345,1518,373,149,147,147,WI20201212,20201212,WI,328,,4041
200,2255,453,216,221,221,LA20201215,20201215,LA,nan,152,6895
136,885,233,150,150,150,KS20210101,20210101,KS,221,97,2879
7,151,56,63,63,63,WV20200908,20200908,WV,57,26,250
205,1756,391,87,87,87,SC20210129,20210129,SC,435,278,7014
2141,29553,4836,417,416,416,CA20210114,20210114,CA,4770,,31654
6,37,6,30,30,30,WY20210215,20210215,WY,nan,,647
473,3372,615,96,96,96,NJ20201209,20201209,NJ,644,412,15674
5,46,7,24,24,24,HI20210510,20210510,HI,nan,,488
1,44,13,50,50,50,ND20210529,20210529,ND,4,,1512
301,1445,340,101,101,101,MA20201212,20201212,MA,334,170,11307
158,1907,430,61,61,61,NV20201228,20201228,NV,427,283,2973
0,3,0,2,2,2,VI20210509,,,,,
22,236,56,14,14,14,DC20210223,20210223,DC,57,31,998
208,1641,477,158,158,158,MI20210518,20210518,MI,487,314,18710
139,859,229,201,201,201,OH20210322,20210322,OH,224,165,18347
582,5944,1703,419,418,418,CA20210224,20210224,CA,1778,,49877
1335,10880,3068,587,587,587,TX20210202,20210202,TX,nan,,36870
22,409,79,67,67,67,PR20201225,,,,,
109,920,257,141,141,141,KS20201228,20201228,KS,117,68,2548
0,8,2,2,2,2,VI20200903,,,,,
111,550,139,54,54,54,NM20210123,20210123,NM,nan,,3115
29,94,19,66,66,66,MT20210217,20210217,MT,nan,,1334
25,233,68,63,63,63,NV20210523,20210523,NV,65,33,5552
45,339,93,219,222,222,LA20210411,20210411,LA,nan,43,10216
73,344,108,105,105,105,CO20210401,20210401,CO,nan,,6117
37,322,77,55,53,52,MD20200919,20200919,MD,75,,3732
130,861,178,40,40,40,CT20210205,20210205,CT,nan,,7214
14,226,64,59,59,59,WV20210301,20210301,WV,59,30,2300
6,16,6,29,29,29,WY20200913,20200913,WY,nan,,42
42,454,63,16,16,16,DE20201220,20201220,DE,66,,862
173,1077,285,151,151,151,KS20201202,20201202,KS,298,125,1679
28,155,54,53,53,53,NM20210518,20210518,NM,nan,,4118
66,725,187,105,105,105,WA20210131,20210131,WA,nan,81,4285
0,2,0,2,2,2,VI20210227,,,,,
,,,0,0,0,MT20200226,,,,,
,,,0,0,0,IN20200215,,,,,
491,3945,878,164,164,164,MI20210421,20210421,MI,884,530,17031
18,107,34,53,53,53,ID20210529,20210529,ID,34,,2090
,,,0,0,0,NC20200302,,,,,
,,,0,0,0,MN20200120,,,,,
105,674,194,94,94,94,VA20210504,20210504,VA,225,126,10823
36,95,25,61,50,38,SD20200915,20200915,SD,nan,,184
42,275,60,140,140,140,MN20210218,20210218,MN,54,,6404
10,67,10,30,30,30,NH20210314,20210314,NH,nan,,1199
57,378,78,131,131,131,MN20210202,20210202,MN,84,,6210
18,134,21,16,16,16,DE20210410,20210410,DE,19,,1577
291,2604,513,108,108,108,VA20210109,20210109,VA,565,348,5381
9,101,21,65,65,65,SD20210203,20210203,SD,nan,,1782
49,227,45,30,30,30,NH20201209,20201209,NH,nan,,570
125,1178,323,187,187,187,IL20210524,20210524,IL,334,180,22663
168,1885,443,63,63,63,NV20201219,20201219,NV,434,286,2751
57,747,236,113,113,113,TN20210502,20210502,TN,238,134,12197
107,1044,238,105,105,105,WA20201216,20201216,WA,nan,141,3042
49,432,58,16,16,16,DE20210101,20210101,DE,58,,930
6,86,14,16,16,16,DE20210311,20210311,DE,22,,1494
279,1099,271,119,119,119,KY20210210,20210210,KY,336,169,4175
213,1783,428,376,376,376,CA20210419,20210419,CA,404,,59772
124,948,253,119,119,119,NC20210316,20210316,NC,259,,11722
84,709,260,114,114,114,TN20210508,20210508,TN,260,143,12255
58,547,153,104,104,104,WA20210519,20210519,WA,nan,73,5673
16,254,85,63,63,63,WV20210424,20210424,WV,85,25,2817
68,566,165,104,104,104,WA20210513,20210513,WA,nan,78,5626
22,219,54,126,126,126,IA20210221,20210221,IA,54,25,5336
11,118,43,101,101,101,NE20210505,20210505,NE,nan,,2245
55,563,176,140,140,140,MO20210311,20210311,MO,183,114,8300
144,1309,330,139,139,139,MN20201213,20201213,MN,322,,4444
46,395,120,105,105,105,VA20210527,20210527,VA,142,80,11152
10,69,34,51,49,48,NM20200921,20200921,NM,nan,,851
225,1735,328,96,96,96,NJ20210305,20210305,NJ,382,233,21124
256,1468,478,170,170,170,GA20210311,20210311,GA,nan,,15784
144,1084,300,102,102,102,MA20210210,20210210,MA,309,183,14903
220,2336,458,96,96,96,NJ20210214,20210214,NJ,513,298,20208
34,397,105,108,108,108,MS20210228,20210228,MS,115,67,6681
18,103,23,30,30,30,NH20210409,20210409,NH,nan,,1251
366,2832,732,106,106,106,AL20201228,20201228,AL,nan,,4712
,,,0,0,0,HI20200126,,,,,
11,63,13,32,31,30,CT20200905,20200905,CT,nan,,4468
1776,12018,3121,587,587,587,TX20201229,20201229,TX,nan,,26762
34,248,54,65,65,65,OR20210213,20210213,OR,48,27,2094
33,346,65,67,67,67,PR20210106,,,,,
348,3250,798,260,256,253,FL20200910,20200910,FL,nan,,12236
123,964,238,80,80,80,MA20201130,20201130,MA,244,126,10748
330,2596,656,132,132,132,NC20201219,20201219,NC,634,,6184
299,2185,565,270,270,270,FL20210528,20210528,FL,nan,,36774
12,71,20,31,30,29,CT20200914,20200914,CT,nan,,4485
179,1453,300,96,96,96,NJ20210430,20210430,NJ,326,207,22929
417,1576,395,119,119,119,KY20210122,20210122,KY,387,195,3337
123,882,208,206,206,206,IL20210313,20210313,IL,235,95,20924
222,1446,460,95,95,95,CO20201215,20201215,CO,nan,,4085
21,135,44,56,55,55,NM20210522,20210522,NM,nan,,4131
,,,0,0,0,NC20200208,,,,,
8,38,11,30,30,30,WY20210528,20210528,WY,nan,,719
122,966,247,106,106,106,WA20201204,20201204,WA,nan,132,2925
52,328,111,114,114,114,AL20210410,20210410,AL,nan,,10712
494,3849,1178,592,592,592,TX20210317,20210317,TX,nan,,45879
7,31,2,17,17,17,VT20210331,20210331,VT,2,,227
33,186,59,100,100,100,MS20210504,20210504,MS,56,25,7221
383,4769,1389,381,380,380,CA20210301,20210301,CA,1439,,52194
3,27,6,17,17,17,VT20210411,20210411,VT,6,,231
,,,0,0,0,AL20200304,,,,,
451,2637,543,164,164,164,MI20210402,20210402,MI,539,231,16161
89,803,188,96,96,96,NJ20210515,20210515,NJ,191,133,23304
363,2996,800,164,164,164,MI20210430,20210430,MI,813,529,17611
57,383,109,124,124,124,AZ20210528,20210528,AZ,170,73,17609
51,348,101,219,222,222,LA20210407,20210407,LA,nan,46,10185
363,3474,962,418,418,418,CA20210310,20210310,CA,992,,54621
0,3,2,2,2,2,VI20210503,,,,,
14,56,27,49,46,45,NM20200913,20200913,NM,nan,,823
204,1274,387,233,233,233,OH20210417,20210417,OH,388,223,18989
164,1106,199,40,40,40,CT20210122,20210122,CT,nan,,6819
59,265,75,143,143,143,WI20210309,20210309,WI,63,,6510
24,261,57,64,64,64,OR20210207,20210207,OR,59,28,2002
42,215,59,151,151,151,OK20210424,20210424,OK,nan,,6716
13,219,45,66,66,66,PR20210519,,,,,
5,144,35,67,67,67,PR20210223,,,,,
6,67,15,101,101,101,NE20210601,20210601,NE,nan,,2249
21,155,54,56,56,56,NM20210519,20210519,NM,nan,,4122
257,1774,343,96,96,96,NJ20210313,20210313,NJ,392,235,21414
