previous_day_admission_adult_covid_confirmed,total_adult_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed_coverage,total_adult_patients_hospitalized_confirmed_covid_coverage,staffed_icu_adult_patients_confirmed_covid_coverage,state_and_date,date,state,inIcuCurrently,onVentilatorCurrently,deathIncrease
2,8,2,30,30,30,NH20200919,20200919,NH,,,0
21,284,62,93,92,90,NJ20200919,20200919,NJ,89,27,3
13,60,37,50,48,47,NM20200919,20200919,NM,,,6
44,366,125,61,60,59,NV20200919,20200919,NV,127,89,4
105,540,123,174,149,136,NY20200919,20200919,NY,144,60,2
87,624,209,210,196,192,OH20200919,20200919,OH,199,115,4
122,494,210,137,137,136,OK20200919,20200919,OK,222,,4
10,97,31,63,55,52,OR20200919,20200919,OR,32,11,0
51,414,125,213,187,176,PA20200919,20200919,PA,,47,22
21,258,51,66,66,66,PR20200919,20200919,PR,61,39,6
3,73,10,14,14,14,RI20200919,20200919,RI,11,4,3
67,662,193,82,80,78,SC20200919,20200919,SC,203,121,11
36,123,25,61,50,38,SD20200919,20200919,SD,,,2
81,803,271,127,126,123,TN20200919,20200919,TN,271,123,20
364,3084,1047,561,556,554,TX20200919,20200919,TX,1083,,135
33,148,58,57,53,46,UT20200919,20200919,UT,49,,3
62,608,152,100,90,88,VA20200919,20200919,VA,219,108,41
0,4,0,2,2,2,VI20200919,20200919,VI,,,0
1,2,0,17,17,17,VT20200919,20200919,VT,,,0
31,249,68,100,86,77,WA20200919,20200919,WA,93,34,0
141,406,109,139,136,134,WI20200919,20200919,WI,105,,3
15,176,55,63,63,63,WV20200919,20200919,WV,58,32,11
5,15,4,29,29,29,WY20200919,20200919,WY,,,0
10,32,13,24,21,20,AK20200918,20200918,AK,,13,1
130,759,261,110,110,110,AL20200918,20200918,AL,,,27
57,371,193,102,94,81,AR20200918,20200918,AR,193,77,7
46,307,95,103,90,76,AZ20200918,20200918,AZ,130,72,42
341,2663,858,395,386,375,CA20200918,20200918,CA,965,,91
25,153,53,102,87,80,CO20200918,20200918,CO,,,3
14,74,18,32,31,31,CT20200918,20200918,CT,,,4
7,93,23,14,14,12,DC20200918,20200918,DC,24,13,0
4,69,14,14,10,9,DE20200918,20200918,DE,17,,1
339,2621,701,260,256,253,FL20200918,20200918,FL,,,140
195,1382,458,149,132,118,GA20200918,20200918,GA,,,63
59,144,28,30,14,10,HI20200918,20200918,HI,51,31,4
46,276,91,124,124,123,IA20200918,20200918,IA,91,39,9
17,125,47,49,48,48,ID20200918,20200918,ID,54,,5
129,849,273,195,173,153,IL20200918,20200918,IL,329,149,23
63,486,180,152,144,141,IN20200918,20200918,IN,235,76,17
48,219,81,146,116,99,KS20200918,20200918,KS,79,23,10
118,386,118,113,107,105,KY20200918,20200918,KY,144,,8
79,1025,218,192,212,212,LA20200918,20200918,LA,,104,29
24,154,36,86,82,79,MA20200918,20200918,MA,62,25,9
36,338,90,54,52,51,MD20200918,20200918,MD,84,,8
1,21,6,37,34,32,ME20200918,20200918,ME,5,1,0
38,320,109,153,151,150,MI20200918,20200918,MI,150,64,-1
32,256,83,130,130,130,MN20200918,20200918,MN,136,,8
107,828,314,139,132,127,MO20200918,20200918,MO,,,23
69,457,160,102,94,70,MS20200918,20200918,MS,171,87,0
22,95,17,67,61,61,MT20200918,20200918,MT,,,3
100,702,295,127,121,120,NC20200918,20200918,NC,283,,27
18,136,18,47,48,48,ND20200918,20200918,ND,24,,2
12,164,62,91,87,83,NE20200918,20200918,NE,,,3
2,7,2,30,30,30,NH20200918,20200918,NH,,,0
40,299,62,93,92,91,NJ20200918,20200918,NJ,73,36,4
16,62,33,50,47,47,NM20200918,20200918,NM,,,5
31,379,122,61,60,59,NV20200918,20200918,NV,136,85,18
80,555,121,174,149,136,NY20200918,20200918,NY,141,62,10
98,660,225,211,197,192,OH20200918,20200918,OH,223,118,28
115,508,215,137,137,136,OK20200918,20200918,OK,223,,9
11,103,28,63,55,52,OR20200918,20200918,OR,32,11,0
47,447,124,216,190,179,PA20200918,20200918,PA,,50,21
15,261,55,66,66,66,PR20200918,20200918,PR,70,41,11
5,78,10,14,14,14,RI20200918,20200918,RI,7,6,3
68,660,186,82,80,78,SC20200918,20200918,SC,217,125,19
35,116,26,61,51,38,SD20200918,20200918,SD,,,5
96,822,281,128,126,124,TN20200918,20200918,TN,275,124,32
375,3155,1098,561,556,554,TX20200918,20200918,TX,1107,,123
24,132,50,57,52,46,UT20200918,20200918,UT,52,,0
62,615,147,100,90,88,VA20200918,20200918,VA,212,102,29
0,6,0,2,2,2,VI20200918,20200918,VI,,,0
0,3,0,17,17,17,VT20200918,20200918,VT,,,0
35,249,75,100,85,76,WA20200918,20200918,WA,,34,6
77,390,107,139,136,134,WI20200918,20200918,WI,98,,7
17,179,59,63,63,63,WV20200918,20200918,WV,63,40,3
4,17,4,29,29,29,WY20200918,20200918,WY,,,0
2,25,12,24,21,20,AK20200917,20200917,AK,,13,0
90,768,266,110,110,110,AL20200917,20200917,AL,,,9
54,366,189,102,93,82,AR20200917,20200917,AR,206,72,9
42,317,97,103,90,76,AZ20200917,20200917,AZ,119,65,38
311,2666,852,394,385,374,CA20200917,20200917,CA,997,,106
18,148,50,102,87,80,CO20200917,20200917,CO,,,4
15,74,24,32,31,31,CT20200917,20200917,CT,,,1
7,100,24,14,14,12,DC20200917,20200917,DC,22,18,2
3,73,14,14,10,9,DE20200917,20200917,DE,18,,0
316,2605,685,260,256,253,FL20200917,20200917,FL,,,147
193,1467,458,149,134,119,GA20200917,20200917,GA,,,55
27,203,41,30,18,14,HI20200917,20200917,HI,56,38,3
55,274,92,123,123,122,IA20200917,20200917,IA,85,36,14
12,125,49,50,49,49,ID20200917,20200917,ID,54,,6
203,836,263,195,173,153,IL20200917,20200917,IL,359,144,25
65,481,172,152,144,141,IN20200917,20200917,IN,241,72,6
48,217,82,145,115,98,KS20200917,20200917,KS,83,21,0
123,392,147,113,107,105,KY20200917,20200917,KY,113,,11
90,1057,214,192,212,212,LA20200917,20200917,LA,,106,17
22,154,31,86,82,79,MA20200917,20200917,MA,64,26,15
53,384,102,54,53,52,MD20200917,20200917,MD,83,,6
1,14,7,37,34,32,ME20200917,20200917,ME,5,0,0
52,342,117,153,151,150,MI20200917,20200917,MI,152,67,12
41,250,84,130,130,130,MN20200917,20200917,MN,132,,9
95,835,313,139,132,127,MO20200917,20200917,MO,,,18
72,474,163,102,94,70,MS20200917,20200917,MS,169,95,24
14,96,19,66,60,59,MT20200917,20200917,MT,,,2
86,733,287,127,121,120,NC20200917,20200917,NC,286,,31
15,129,22,47,48,48,ND20200917,20200917,ND,24,,10
16,166,63,90,85,82,NE20200917,20200917,NE,,,3
1,6,1,30,30,29,NH20200917,20200917,NH,,,0
24,229,50,93,93,93,NJ20200917,20200917,NJ,85,40,3
11,64,29,50,47,47,NM20200917,20200917,NM,,,4
40,391,129,62,61,60,NV20200917,20200917,NV,150,98,12
91,551,120,174,149,136,NY20200917,20200917,NY,135,68,3
93,658,221,211,197,192,OH20200917,20200917,OH,214,127,25
106,482,202,137,137,136,OK20200917,20200917,OK,221,,6
11,109,22,63,55,52,OR20200917,20200917,OR,39,15,2
56,466,131,216,191,179,PA20200917,20200917,PA,,54,10
24,252,48,66,66,66,PR20200917,20200917,PR,68,41,18
4,82,7,14,14,14,RI20200917,20200917,RI,9,5,4
64,636,188,82,80,78,SC20200917,20200917,SC,203,123,26
34,97,24,61,50,38,SD20200917,20200917,SD,,,1
118,846,290,129,127,125,TN20200917,20200917,TN,294,141,13
458,3232,1134,561,552,548,TX20200917,20200917,TX,1140,,112
30,138,52,57,52,46,UT20200917,20200917,UT,54,,0
57,612,147,100,91,88,VA20200917,20200917,VA,225,109,36
0,3,0,2,2,2,VI20200917,20200917,VI,,,0
0,2,0,17,17,17,VT20200917,20200917,VT,,,0
28,250,80,100,86,78,WA20200917,20200917,WA,,36,11
67,378,114,139,136,134,WI20200917,20200917,WI,103,,2
19,185,65,63,63,63,WV20200917,20200917,WV,58,32,4
5,15,3,29,29,29,WY20200917,20200917,WY,,,3
3,29,13,24,21,20,AK20200916,20200916,AK,,9,0
110,788,272,110,110,110,AL20200916,20200916,AL,,,5
63,374,184,102,93,81,AR20200916,20200916,AR,189,65,147
43,327,99,101,87,76,AZ20200916,20200916,AZ,135,81,27
344,2729,881,393,383,372,CA20200916,20200916,CA,1032,,164
17,155,53,101,86,79,CO20200916,20200916,CO,,,6
14,73,23,32,31,30,CT20200916,20200916,CT,,,2
10,107,22,14,14,12,DC20200916,20200916,DC,24,13,1
6,76,13,14,10,9,DE20200916,20200916,DE,11,,1
295,2661,706,260,256,253,FL20200916,20200916,FL,,,154
183,1473,479,149,133,119,GA20200916,20200916,GA,,,21
18,196,42,30,19,14,HI20200916,20200916,HI,60,48,1
35,266,85,123,123,122,IA20200916,20200916,IA,79,32,3
11,119,51,50,49,49,ID20200916,20200916,ID,34,,4
90,846,260,194,171,152,IL20200916,20200916,IL,345,143,35
58,480,175,151,143,140,IN20200916,20200916,IN,237,68,12
44,221,81,146,117,98,KS20200916,20200916,KS,83,21,52
150,387,116,113,107,104,KY20200916,20200916,KY,125,,8
77,1056,221,192,212,212,LA20200916,20200916,LA,,107,16
31,155,36,86,82,79,MA20200916,20200916,MA,66,24,20
49,376,98,54,53,52,MD20200916,20200916,MD,86,,6
1,12,6,37,34,32,ME20200916,20200916,ME,5,0,1
45,348,113,153,152,150,MI20200916,20200916,MI,152,65,11
40,256,87,130,130,130,MN20200916,20200916,MN,136,,6
113,818,301,139,132,127,MO20200916,20200916,MO,,,7
65,459,153,103,95,70,MS20200916,20200916,MS,168,98,22
21,97,25,66,59,58,MT20200916,20200916,MT,,,1
101,735,291,127,121,120,NC20200916,20200916,NC,297,,38
23,130,20,47,48,48,ND20200916,20200916,ND,20,,0
17,159,63,90,86,83,NE20200916,20200916,NE,,,1
0,7,1,30,29,29,NH20200916,20200916,NH,,,0
24,284,57,79,78,76,NJ20200916,20200916,NJ,100,38,9
8,63,29,49,46,46,NM20200916,20200916,NM,,,2
34,391,137,62,61,60,NV20200916,20200916,NV,150,97,12
89,551,117,174,150,136,NY20200916,20200916,NY,138,67,5
77,671,236,210,197,192,OH20200916,20200916,OH,222,133,49
94,492,207,136,136,135,OK20200916,20200916,OK,213,,12
16,108,24,63,55,52,OR20200916,20200916,OR,34,11,8
51,501,130,216,192,180,PA20200916,20200916,PA,,60,28
16,243,47,66,66,66,PR20200916,20200916,PR,68,40,19
1,84,8,14,14,14,RI20200916,20200916,RI,9,5,3
55,645,197,82,80,78,SC20200916,20200916,SC,223,136,34
34,99,21,61,50,38,SD20200916,20200916,SD,,,8
105,861,269,129,127,125,TN20200916,20200916,TN,283,124,24
477,3284,1148,557,548,542,TX20200916,20200916,TX,1139,,135
25,121,55,57,52,46,UT20200916,20200916,UT,54,,1
55,587,144,100,89,88,VA20200916,20200916,VA,212,103,45
0,3,0,2,2,2,VI20200916,20200916,VI,,,0
3,3,0,17,17,17,VT20200916,20200916,VT,,,0
31,241,74,100,86,78,WA20200916,20200916,WA,,29,5
76,398,107,139,136,134,WI20200916,20200916,WI,103,,8
23,179,62,63,63,63,WV20200916,20200916,WV,61,30,10
4,8,3,28,28,28,WY20200916,20200916,WY,,,0
4,33,12,24,21,20,AK20200915,20200915,AK,,8,0
112,796,283,109,109,109,AL20200915,20200915,AL,,,32
51,372,174,102,93,80,AR20200915,20200915,AR,180,68,18
61,333,104,103,89,75,AZ20200915,20200915,AZ,138,76,22
314,2807,891,394,382,372,CA20200915,20200915,CA,1044,,66
25,154,53,101,86,79,CO20200915,20200915,CO,,,6
13,70,19,32,31,30,CT20200915,20200915,CT,,,0
11,98,22,14,14,11,DC20200915,20200915,DC,23,11,0
3,73,11,14,10,9,DE20200915,20200915,DE,20,,1
308,2782,754,260,256,253,FL20200915,20200915,FL,,,146
184,1576,488,150,134,120,GA20200915,20200915,GA,,,45
33,191,42,30,19,14,HI20200915,20200915,HI,53,31,0
46,282,80,123,123,122,IA20200915,20200915,IA,74,29,10
5,120,53,50,49,49,ID20200915,20200915,ID,34,,4
93,831,254,194,171,152,IL20200915,20200915,IL,373,144,18
77,473,170,151,143,140,IN20200915,20200915,IN,230,68,21
43,208,75,146,115,98,KS20200915,20200915,KS,50,15,0
446,405,130,114,108,105,KY20200915,20200915,KY,125,,9
90,1081,232,193,212,212,LA20200915,20200915,LA,,99,26
38,149,37,86,82,79,MA20200915,20200915,MA,52,23,6
47,380,100,54,53,52,MD20200915,20200915,MD,93,,10
2,12,6,36,33,31,ME20200915,20200915,ME,5,0,1
63,368,121,153,152,150,MI20200915,20200915,MI,152,68,11
35,276,94,130,130,130,MN20200915,20200915,MN,131,,5
126,839,300,139,133,128,MO20200915,20200915,MO,,,18
66,493,152,102,95,70,MS20200915,20200915,MS,177,88,28
17,96,25,65,58,57,MT20200915,20200915,MT,,,2
92,736,304,127,121,120,NC20200915,20200915,NC,297,,51
17,132,20,47,48,48,ND20200915,20200915,ND,18,,2
44,149,61,88,83,80,NE20200915,20200915,NE,,,1
1,8,1,30,29,29,NH20200915,20200915,NH,,,2
22,307,54,79,78,76,NJ20200915,20200915,NJ,90,35,9
7,57,27,49,46,46,NM20200915,20200915,NM,,,7
28,411,140,61,61,60,NV20200915,20200915,NV,154,98,26
75,553,116,174,150,136,NY20200915,20200915,NY,144,60,11
80,686,234,211,197,193,OH20200915,20200915,OH,223,126,87
91,495,201,137,137,136,OK20200915,20200915,OK,224,,7
17,110,29,63,55,52,OR20200915,20200915,OR,32,13,2
66,527,144,215,191,179,PA20200915,20200915,PA,,61,6
26,218,40,66,66,66,PR20200915,20200915,PR,65,44,9
4,82,8,15,15,15,RI20200915,20200915,RI,9,5,3
82,634,197,82,80,78,SC20200915,20200915,SC,211,127,21
36,95,25,61,50,38,SD20200915,20200915,SD,,,0
94,854,265,128,127,124,TN20200915,20200915,TN,291,119,30
505,3277,1144,557,547,541,TX20200915,20200915,TX,1151,,132
10,113,52,57,52,46,UT20200915,20200915,UT,50,,0
70,536,131,100,86,84,VA20200915,20200915,VA,228,104,96
0,3,0,2,2,2,VI20200915,20200915,VI,,,0
2,3,1,17,17,17,VT20200915,20200915,VT,,,0
25,234,73,100,86,78,WA20200915,20200915,WA,,28,9
67,389,112,139,136,134,WI20200915,20200915,WI,95,,11
19,163,63,63,63,63,WV20200915,20200915,WV,59,26,5
9,11,5,29,29,29,WY20200915,20200915,WY,,,0
6,37,12,24,21,20,AK20200914,20200914,AK,,8,0
104,815,290,110,110,110,AL20200914,20200914,AL,,,4
39,371,171,102,94,81,AR20200914,20200914,AR,175,76,11
42,333,108,102,90,75,AZ20200914,20200914,AZ,168,81,0
301,2900,925,394,384,374,CA20200914,20200914,CA,1040,,56
18,148,54,101,86,79,CO20200914,20200914,CO,,,2
12,71,20,31,30,29,CT20200914,20200914,CT,,,5
7,97,21,14,14,12,DC20200914,20200914,DC,22,8,0
5,74,18,14,10,9,DE20200914,20200914,DE,18,,2
215,2831,768,260,256,253,FL20200914,20200914,FL,,,36
150,1441,486,148,131,117,GA20200914,20200914,GA,,,20
22,206,48,30,20,15,HI20200914,20200914,HI,53,31,2
42,277,75,123,123,122,IA20200914,20200914,IA,75,29,6
14,125,55,50,49,49,ID20200914,20200914,ID,46,,0
91,825,255,194,171,152,IL20200914,20200914,IL,335,131,5
70,471,166,150,141,139,IN20200914,20200914,IN,230,74,1
29,173,68,146,114,96,KS20200914,20200914,KS,50,15,23
145,409,132,113,108,105,KY20200914,20200914,KY,119,,5
91,1067,231,193,212,212,LA20200914,20200914,LA,,105,17
23,139,32,86,82,79,MA20200914,20200914,MA,63,17,9
