,date,n_InGeneralWard,n_InICU,n_OnVentInICU,n_TERMINAL
14151,2020-06-27,0.015435,0.006359999999999999,0.00432,0.0
14152,2020-06-28,0.011865000000000002,0.004395,0.002955,0.0
14153,2020-06-29,0.009134999999999999,0.003045,0.002025,0.0
14154,2020-06-30,0.006779999999999999,0.00189,0.0012299999999999998,0.0
14155,2020-07-01,0.005325,0.0010350000000000001,0.00069,0.0
14156,2020-07-02,0.004004999999999999,0.00039,0.00024,0.0
14157,2020-07-03,0.002865,0.00017999999999999998,0.000105,0.0
14158,2020-07-04,0.0017699999999999999,0.00012,7.5e-05,0.0
14159,2020-07-05,0.0010350000000000001,0.0,0.0,0.0
14160,2020-07-06,0.00039,0.0,0.0,0.0
14161,2020-07-07,0.00017999999999999998,0.0,0.0,0.0
14162,2020-07-08,0.00012,0.0,0.0,0.0
14163,2020-07-09,0.0,0.0,0.0,0.0
14164,2020-07-10,0.0,0.0,0.0,0.0
14165,2020-07-11,0.0,0.0,0.0,0.0
14166,2020-07-12,0.0,0.0,0.0,0.0
14167,2020-07-13,0.0,0.0,0.0,0.0
14168,2020-07-14,0.0,0.0,0.0,0.0
14169,2020-07-15,0.0,0.0,0.0,0.0
14170,2020-07-16,0.0,0.0,0.0,0.0
14171,2020-07-17,0.0,0.0,0.0,0.0
14172,2020-07-18,0.0,0.0,0.0,0.0
14173,2020-07-19,0.0,0.0,0.0,0.0
14174,2020-07-20,0.0,0.0,0.0,0.0
14175,2020-07-21,0.0,0.0,0.0,0.0
14176,2020-07-22,0.0,0.0,0.0,0.0
14177,2020-07-23,0.0,0.0,0.0,0.0
14178,2020-07-24,0.0,0.0,0.0,0.0
14179,2020-07-25,0.0,0.0,0.0,0.0
14180,2020-07-26,0.0,0.0,0.0,0.0
14181,2020-07-27,0.0,0.0,0.0,0.0
14182,2020-07-28,0.0,0.0,0.0,0.0
14183,2020-07-29,0.0,0.0,0.0,0.0
14184,2020-07-30,0.0,0.0,0.0,0.0
14185,2020-07-31,0.0,0.0,0.0,0.0
14186,2020-08-01,0.0,0.0,0.0,0.0
14187,2020-08-02,0.0,0.0,0.0,0.0
14188,2020-08-03,0.0,0.0,0.0,0.0
14189,2020-08-04,0.0,0.0,0.0,0.0
