timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
49.00,2830.00,1105.00,550.00,45.00,220.00,0.00,0.00
50.00,2907.50,1120.00,575.00,45.00,220.00,0.00,0.00
51.00,2937.50,1140.00,587.50,45.00,230.00,0.00,0.00
52.00,2940.00,1145.00,605.00,50.00,225.00,0.00,0.00
53.00,2945.00,1162.50,625.00,50.00,232.50,0.00,0.00
54.00,2910.00,1175.00,640.00,50.00,227.50,0.00,0.00
55.00,2975.00,1180.00,657.50,50.00,235.00,0.00,0.00
56.00,2980.00,1200.00,665.00,55.00,237.50,0.00,0.00
57.00,3000.00,1207.50,682.50,55.00,235.00,0.00,0.00
58.00,3020.00,1217.50,695.00,55.00,240.00,0.00,0.00
59.00,3000.00,1230.00,710.00,55.00,240.00,0.00,0.00
60.00,2957.50,1235.00,725.00,55.00,240.00,0.00,0.00
61.00,2880.00,1232.50,735.00,60.00,235.00,0.00,0.00
62.00,2880.00,1240.00,742.50,60.00,235.00,0.00,0.00
63.00,2937.50,1247.50,755.00,65.00,235.00,0.00,0.00
64.00,2985.00,1255.00,760.00,65.00,235.00,0.00,0.00
65.00,2992.50,1255.00,775.00,60.00,235.00,0.00,0.00
66.00,3005.00,1262.50,785.00,60.00,237.50,0.00,0.00
67.00,2970.00,1265.00,790.00,65.00,237.50,0.00,0.00
68.00,2900.00,1260.00,795.00,65.00,240.00,0.00,0.00
69.00,2885.00,1260.00,800.00,65.00,235.00,0.00,0.00
70.00,2860.00,1267.50,810.00,65.00,230.00,0.00,0.00
71.00,2815.00,1265.00,805.00,65.00,235.00,0.00,0.00
72.00,2805.00,1255.00,812.50,65.00,230.00,0.00,0.00
73.00,2780.00,1247.50,820.00,65.00,230.00,0.00,0.00
74.00,2705.00,1247.50,820.00,70.00,230.00,0.00,0.00
75.00,2630.00,1240.00,817.50,70.00,225.00,0.00,0.00
76.00,2607.50,1232.50,817.50,70.00,225.00,0.00,0.00
77.00,2597.50,1215.00,817.50,70.00,220.00,0.00,0.00
78.00,2570.00,1215.00,820.00,65.00,220.00,0.00,0.00
79.00,2545.00,1197.50,807.50,70.00,215.00,0.00,0.00
80.00,2520.00,1195.00,805.00,70.00,210.00,0.00,0.00
81.00,2450.00,1190.00,805.00,70.00,210.00,0.00,0.00
82.00,2385.00,1165.00,802.50,70.00,205.00,0.00,0.00
83.00,2340.00,1157.50,800.00,65.00,205.00,0.00,0.00
84.00,2300.00,1145.00,785.00,67.50,200.00,0.00,0.00
85.00,2280.00,1130.00,790.00,70.00,195.00,0.00,0.00
86.00,2255.00,1107.50,782.50,65.00,185.00,0.00,0.00
87.00,2252.50,1087.50,772.50,67.50,190.00,0.00,0.00
88.00,2197.50,1075.00,762.50,65.00,185.00,0.00,0.00
89.00,2135.00,1057.50,767.50,65.00,185.00,0.00,0.00
90.00,2070.00,1040.00,752.50,65.00,185.00,0.00,0.00
91.00,2020.00,1022.50,745.00,65.00,177.50,0.00,0.00
92.00,1965.00,1010.00,740.00,65.00,175.00,0.00,0.00
