timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
39.00,2455.00,800.00,325.00,25.00,175.00,0.00,0.00
40.00,2395.00,820.00,340.00,25.00,180.00,0.00,0.00
41.00,2415.00,840.00,355.00,25.00,180.00,0.00,0.00
42.00,2465.00,865.00,370.00,25.00,185.00,0.00,0.00
43.00,2490.00,890.00,380.00,30.00,185.00,0.00,0.00
44.00,2515.00,905.00,390.00,30.00,190.00,0.00,0.00
45.00,2525.00,930.00,410.00,30.00,190.00,0.00,0.00
46.00,2545.00,945.00,420.00,30.00,190.00,0.00,0.00
47.00,2510.00,970.00,430.00,30.00,190.00,0.00,0.00
48.00,2540.00,995.00,445.00,35.00,195.00,0.00,0.00
49.00,2605.00,1010.00,455.00,35.00,200.00,0.00,0.00
50.00,2670.00,1020.00,475.00,35.00,200.00,0.00,0.00
51.00,2720.00,1035.00,485.00,35.00,200.00,0.00,0.00
52.00,2700.00,1045.00,495.00,35.00,205.00,0.00,0.00
53.00,2700.00,1055.00,505.00,35.00,205.00,0.00,0.00
54.00,2640.00,1070.00,520.00,40.00,205.00,0.00,0.00
55.00,2700.00,1080.00,535.00,45.00,205.00,0.00,0.00
56.00,2720.00,1080.00,535.00,45.00,210.00,0.00,0.00
57.00,2745.00,1090.00,560.00,45.00,210.00,0.00,0.00
58.00,2745.00,1100.00,570.00,45.00,215.00,0.00,0.00
59.00,2745.00,1115.00,575.00,45.00,215.00,0.00,0.00
60.00,2695.00,1120.00,580.00,45.00,215.00,0.00,0.00
61.00,2610.00,1125.00,590.00,45.00,210.00,0.00,0.00
62.00,2615.00,1130.00,590.00,50.00,210.00,0.00,0.00
63.00,2675.00,1125.00,600.00,50.00,210.00,0.00,0.00
64.00,2715.00,1130.00,595.00,50.00,210.00,0.00,0.00
65.00,2740.00,1130.00,600.00,50.00,210.00,0.00,0.00
66.00,2745.00,1135.00,615.00,50.00,215.00,0.00,0.00
67.00,2720.00,1135.00,625.00,50.00,215.00,0.00,0.00
68.00,2635.00,1135.00,630.00,50.00,215.00,0.00,0.00
69.00,2620.00,1135.00,635.00,50.00,210.00,0.00,0.00
70.00,2590.00,1135.00,635.00,50.00,210.00,0.00,0.00
71.00,2560.00,1135.00,630.00,50.00,210.00,0.00,0.00
72.00,2565.00,1130.00,640.00,55.00,210.00,0.00,0.00
73.00,2525.00,1125.00,640.00,50.00,210.00,0.00,0.00
74.00,2465.00,1120.00,645.00,50.00,200.00,0.00,0.00
75.00,2375.00,1115.00,645.00,50.00,200.00,0.00,0.00
76.00,2355.00,1095.00,645.00,55.00,200.00,0.00,0.00
77.00,2345.00,1090.00,655.00,55.00,195.00,0.00,0.00
78.00,2315.00,1080.00,645.00,50.00,190.00,0.00,0.00
79.00,2290.00,1065.00,640.00,55.00,195.00,0.00,0.00
80.00,2265.00,1070.00,635.00,55.00,190.00,0.00,0.00
81.00,2200.00,1045.00,635.00,55.00,190.00,0.00,0.00
82.00,2150.00,1030.00,635.00,55.00,185.00,0.00,0.00
83.00,2105.00,1015.00,635.00,55.00,180.00,0.00,0.00
84.00,2060.00,1000.00,635.00,55.00,185.00,0.00,0.00
85.00,2040.00,990.00,635.00,50.00,175.00,0.00,0.00
86.00,2025.00,975.00,630.00,55.00,170.00,0.00,0.00
87.00,2005.00,965.00,625.00,50.00,170.00,0.00,0.00
88.00,1970.00,950.00,620.00,55.00,165.00,0.00,0.00
89.00,1895.00,935.00,610.00,50.00,160.00,0.00,0.00
90.00,1860.00,920.00,590.00,50.00,165.00,0.00,0.00
91.00,1810.00,905.00,595.00,55.00,160.00,0.00,0.00
92.00,1775.00,890.00,580.00,50.00,155.00,0.00,0.00
