timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
31.00,1950.00,510.00,190.00,10.00,115.00,0.00,0.00
32.00,1982.50,535.00,195.00,10.00,120.00,0.00,0.00
33.00,2000.00,560.00,205.00,10.00,125.00,0.00,0.00
34.00,2012.50,585.00,215.00,10.00,135.00,0.00,0.00
35.00,2077.50,605.00,220.00,15.00,135.00,0.00,0.00
36.00,2157.50,635.00,227.50,15.00,135.00,0.00,0.00
37.00,2175.00,650.00,240.00,15.00,150.00,0.00,0.00
38.00,2242.50,667.50,250.00,15.00,150.00,0.00,0.00
39.00,2265.00,690.00,265.00,15.00,150.00,0.00,0.00
40.00,2212.50,705.00,270.00,15.00,155.00,0.00,0.00
41.00,2230.00,725.00,280.00,15.00,157.50,0.00,0.00
42.00,2255.00,750.00,285.00,20.00,160.00,0.00,0.00
43.00,2287.50,762.50,305.00,20.00,165.00,0.00,0.00
44.00,2315.00,780.00,312.50,20.00,165.00,0.00,0.00
45.00,2320.00,807.50,330.00,20.00,165.00,0.00,0.00
46.00,2337.50,815.00,335.00,20.00,165.00,0.00,0.00
47.00,2305.00,830.00,345.00,25.00,170.00,0.00,0.00
48.00,2322.50,845.00,355.00,25.00,175.00,0.00,0.00
49.00,2360.00,850.00,365.00,25.00,170.00,0.00,0.00
50.00,2457.50,872.50,370.00,25.00,180.00,0.00,0.00
51.00,2507.50,872.50,380.00,25.00,177.50,0.00,0.00
52.00,2500.00,880.00,390.00,25.00,180.00,0.00,0.00
53.00,2490.00,892.50,402.50,30.00,180.00,0.00,0.00
54.00,2437.50,895.00,412.50,30.00,180.00,0.00,0.00
55.00,2502.50,890.00,422.50,30.00,180.00,0.00,0.00
56.00,2507.50,915.00,430.00,30.00,185.00,0.00,0.00
57.00,2507.50,922.50,435.00,30.00,185.00,0.00,0.00
58.00,2517.50,927.50,440.00,35.00,190.00,0.00,0.00
59.00,2497.50,930.00,447.50,35.00,195.00,0.00,0.00
60.00,2460.00,940.00,452.50,35.00,190.00,0.00,0.00
61.00,2362.50,940.00,450.00,35.00,190.00,0.00,0.00
62.00,2342.50,945.00,455.00,35.00,190.00,0.00,0.00
63.00,2430.00,950.00,460.00,35.00,190.00,0.00,0.00
64.00,2467.50,955.00,462.50,40.00,190.00,0.00,0.00
65.00,2502.50,960.00,467.50,37.50,190.00,0.00,0.00
66.00,2487.50,955.00,470.00,40.00,195.00,0.00,0.00
67.00,2447.50,952.50,475.00,40.00,190.00,0.00,0.00
68.00,2402.50,950.00,475.00,40.00,195.00,0.00,0.00
69.00,2350.00,945.00,480.00,35.00,190.00,0.00,0.00
70.00,2362.50,950.00,480.00,40.00,185.00,0.00,0.00
71.00,2320.00,945.00,487.50,40.00,190.00,0.00,0.00
72.00,2347.50,935.00,490.00,40.00,185.00,0.00,0.00
73.00,2280.00,932.50,477.50,40.00,185.00,0.00,0.00
74.00,2220.00,930.00,482.50,40.00,185.00,0.00,0.00
75.00,2165.00,925.00,490.00,40.00,180.00,0.00,0.00
76.00,2130.00,920.00,482.50,40.00,180.00,0.00,0.00
77.00,2122.50,905.00,480.00,40.00,175.00,0.00,0.00
78.00,2127.50,892.50,487.50,40.00,170.00,0.00,0.00
79.00,2072.50,895.00,485.00,40.00,175.00,0.00,0.00
80.00,2052.50,880.00,477.50,40.00,170.00,0.00,0.00
81.00,1985.00,877.50,477.50,40.00,170.00,0.00,0.00
82.00,1950.00,867.50,462.50,40.00,165.00,0.00,0.00
83.00,1920.00,857.50,465.00,40.00,160.00,0.00,0.00
84.00,1850.00,852.50,460.00,40.00,160.00,0.00,0.00
85.00,1837.50,840.00,450.00,40.00,155.00,0.00,0.00
86.00,1822.50,830.00,452.50,40.00,150.00,0.00,0.00
87.00,1835.00,820.00,447.50,40.00,150.00,0.00,0.00
88.00,1775.00,805.00,442.50,40.00,150.00,0.00,0.00
89.00,1722.50,800.00,440.00,40.00,145.00,0.00,0.00
90.00,1675.00,790.00,440.00,40.00,145.00,0.00,0.00
91.00,1617.50,775.00,430.00,40.00,140.00,0.00,0.00
92.00,1577.50,750.00,425.00,40.00,140.00,0.00,0.00
