timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
70.00,1260.00,155.00,210.00,45.00,165.00,0.00,0.00
71.00,1230.00,150.00,205.00,45.00,160.00,0.00,0.00
72.00,1245.00,145.00,200.00,45.00,155.00,0.00,0.00
73.00,1225.00,145.00,190.00,45.00,155.00,0.00,0.00
74.00,1170.00,145.00,189.50,45.00,150.00,0.00,0.00
75.00,1105.00,140.00,185.00,40.00,150.00,0.00,0.00
76.00,1095.00,135.00,180.00,40.00,145.00,0.00,0.00
77.00,1105.00,130.00,180.00,40.00,140.00,0.00,0.00
78.00,1105.00,125.00,170.00,40.00,135.00,0.00,0.00
79.00,1100.00,130.00,165.00,35.00,130.00,0.00,0.00
80.00,1085.00,130.00,165.00,35.00,130.00,0.00,0.00
81.00,1025.00,130.00,160.00,35.00,130.00,0.00,0.00
82.00,990.00,125.00,160.00,35.00,130.00,0.00,0.00
83.00,955.00,120.00,160.00,35.00,125.00,0.00,0.00
84.00,940.00,110.00,155.00,35.00,120.00,0.00,0.00
85.00,940.00,105.00,150.00,35.00,115.00,0.00,0.00
86.00,940.00,105.00,145.00,30.00,115.00,0.00,0.00
87.00,955.00,105.00,140.00,30.00,114.50,0.00,0.00
88.00,925.00,110.00,139.50,30.00,110.00,0.00,0.00
89.00,860.00,110.00,135.00,30.00,110.00,0.00,0.00
90.00,834.50,105.00,135.00,30.00,110.00,0.00,0.00
91.00,800.00,100.00,135.00,25.00,105.00,0.00,0.00
92.00,775.00,90.00,130.00,25.00,100.00,0.00,0.00
